name,artist,performance,chroma,mode,onsets,length,onsetrate
Bach_WTC1_Newman_Prelude_4_Minor (H1).wav,Newman,H1,4,Minor,164,40.9839909297052,4.00156247060685
Bach_WTC1_Newman_Prelude_4_Minor (H3).wav,Newman,H3,4,Minor,181,36.7239909297052,4.92865822634743
Bach_WTC1_Newman_Prelude_4_Minor (P2).wav,Newman,P2,4,Minor,117,29.5369841269841,3.96113562227608
Bach_WTC1_Newman_Prelude_5_Major (H1).wav,Newman,H1,5,Major,213,32.4119954648526,6.57164105280022
Bach_WTC1_Newman_Prelude_5_Major (H3).wav,Newman,H3,5,Major,195,27.8869841269841,6.99250944856792
Bach_WTC1_Newman_Prelude_5_Major (P2).wav,Newman,P2,5,Major,134,23.8279818594104,5.62364033977469
Bach_WTC1_Newman_Prelude_5_Minor (H1).wav,Newman,H1,5,Minor,194,49.3539909297052,3.930786474316
Bach_WTC1_Newman_Prelude_5_Minor (H3).wav,Newman,H3,5,Minor,181,38.2789795918367,4.72844370278354
Bach_WTC1_Newman_Prelude_5_Minor (P2).wav,Newman,P2,5,Minor,148,41.1379818594104,3.59764853088301
Bach_WTC1_Newman_Prelude_6_Major (H1).wav,Newman,H1,6,Major,109,21.3579818594104,5.10347844274313
Bach_WTC1_Newman_Prelude_6_Major (H3).wav,Newman,H3,6,Major,103,19.0029931972789,5.42019875136033
Bach_WTC1_Newman_Prelude_6_Major (P2).wav,Newman,P2,6,Major,75,19.8479818594104,3.77872171242642
Bach_WTC1_Newman_Prelude_6_Minor (H1).wav,Newman,H1,6,Minor,135,23.6219954648526,5.71501252723834
Bach_WTC1_Newman_Prelude_6_Minor (H3).wav,Newman,H3,6,Minor,141,22.5769841269841,6.2452982739832
Bach_WTC1_Newman_Prelude_6_Minor (P2).wav,Newman,P2,6,Minor,87,18.7379818594104,4.6429759967084
Bach_WTC1_Newman_Prelude_7_Major (H1).wav,Newman,H1,7,Major,185,23.5339909297052,7.86097014112843
Bach_WTC1_Newman_Prelude_7_Major (H3).wav,Newman,H3,7,Major,165,24.2459863945578,6.80525004489136
Bach_WTC1_Newman_Prelude_7_Major (P2).wav,Newman,P2,7,Major,115,20.2809977324263,5.6703324716679
Bach_WTC1_Newman_Prelude_7_Minor (H1).wav,Newman,H1,7,Minor,251,47.4789795918367,5.28655000924147
Bach_WTC1_Newman_Prelude_7_Minor (H3).wav,Newman,H3,7,Minor,233,43.4489795918367,5.36261155472053
Bach_WTC1_Newman_Prelude_7_Minor (P2).wav,Newman,P2,7,Minor,119,31.0819954648526,3.8285830179264
Bach_WTC1_Newman_Prelude_8_Major (H1).wav,Newman,H1,8,Major,67,16.9509977324263,3.95256969870468
Bach_WTC1_Newman_Prelude_8_Major (H3).wav,Newman,H3,8,Major,81,15.7069841269841,5.15694160923257
Bach_WTC1_Newman_Prelude_8_Major (P2).wav,Newman,P2,8,Major,71,15.8669841269841,4.47470038614674
Bach_WTC1_Newman_Prelude_8_Minor (H1).wav,Newman,H1,8,Minor,96,21.3669841269841,4.49291296466883
Bach_WTC1_Newman_Prelude_8_Minor (H3).wav,Newman,H3,8,Minor,119,20.1319954648526,5.91098881418664
Bach_WTC1_Newman_Prelude_8_Minor (P2).wav,Newman,P2,8,Minor,111,25.12,4.4187898089172
Bach_WTC1_Newman_Prelude_9_Major (H1).wav,Newman,H1,9,Major,133,25.5949886621315,5.19632970952541
Bach_WTC1_Newman_Prelude_9_Major (H3).wav,Newman,H3,9,Major,127,23.79,5.33837746952501
Bach_WTC1_Newman_Prelude_9_Major (P2).wav,Newman,P2,9,Major,79,24.5869841269841,3.2130821572906
Bach_WTC1_Newman_Prelude_9_Minor (H1).wav,Newman,H1,9,Minor,104,21.2559863945578,4.89273930033316
Bach_WTC1_Newman_Prelude_9_Minor (H3).wav,Newman,H3,9,Minor,101,19.37,5.21424883840991
Bach_WTC1_Newman_Prelude_9_Minor (P2).wav,Newman,P2,9,Minor,69,18.8,3.67021276595745
Bach_WTC1_Richter_Prelude_0_Major (P1).wav,Richter,P1,0,Major,190,27.66,6.86912509038322
Bach_WTC1_Richter_Prelude_0_Minor (P1).wav,Richter,P1,0,Minor,124,17.1480045351474,7.23116207170598
Bach_WTC1_Richter_Prelude_10_Major (P1).wav,Richter,P1,10,Major,160,23.2,6.89655172413793
Bach_WTC1_Richter_Prelude_10_Minor (P1).wav,Richter,P1,10,Minor,205,47.6809977324263,4.29940667664733
Bach_WTC1_Richter_Prelude_11_Major (P1).wav,Richter,P1,11,Major,148,21.3809977324263,6.92203431533712
Bach_WTC1_Richter_Prelude_11_Minor (P1).wav,Richter,P1,11,Minor,125,39.5419954648526,3.16119605322164
Bach_WTC1_Richter_Prelude_1_Major (P1).wav,Richter,P1,1,Major,51,7.88,6.47208121827411
Bach_WTC1_Richter_Prelude_1_Minor (P1).wav,Richter,P1,1,Minor,142,40.2670068027211,3.52646027790683
Bach_WTC1_Richter_Prelude_2_Major (P1).wav,Richter,P1,2,Major,127,15.5819954648526,8.15043235550071
Bach_WTC1_Richter_Prelude_2_Minor (P1).wav,Richter,P1,2,Minor,158,27.2670068027211,5.79454874321711
Bach_WTC1_Richter_Prelude_3_Major (P1).wav,Richter,P1,3,Major,130,22.3360090702948,5.82019820957587
Bach_WTC1_Richter_Prelude_3_Minor (P1).wav,Richter,P1,3,Minor,88,52.4650113378685,1.67730831950632
Bach_WTC1_Richter_Prelude_4_Major (P1).wav,Richter,P1,4,Major,119,22.0560090702948,5.39535505361531
Bach_WTC1_Richter_Prelude_4_Minor (P1).wav,Richter,P1,4,Minor,160,29.4590022675737,5.43127695047962
Bach_WTC1_Richter_Prelude_5_Major (P1).wav,Richter,P1,5,Major,173,24.2650113378685,7.1296072188523
Bach_WTC1_Richter_Prelude_5_Minor (P1).wav,Richter,P1,5,Minor,198,43.6089795918367,4.54034930083675
Bach_WTC1_Richter_Prelude_6_Major (P1).wav,Richter,P1,6,Major,119,22.78,5.22388059701492
Bach_WTC1_Richter_Prelude_6_Minor (P1).wav,Richter,P1,6,Minor,115,17.7539909297052,6.47741684984118
Bach_WTC1_Richter_Prelude_7_Major (P1).wav,Richter,P1,7,Major,101,21.8169841269841,4.62942079492459
Bach_WTC1_Richter_Prelude_7_Minor (P1).wav,Richter,P1,7,Minor,244,43.9569841269841,5.55088127281722
Bach_WTC1_Richter_Prelude_8_Major (P1).wav,Richter,P1,8,Major,65,14.3909977324263,4.51671254547832
Bach_WTC1_Richter_Prelude_8_Minor (P1).wav,Richter,P1,8,Minor,96,22.9539909297052,4.18227925130721
Bach_WTC1_Richter_Prelude_9_Major (P1).wav,Richter,P1,9,Major,88,24.4479818594104,3.59947911062963
Bach_WTC1_Richter_Prelude_9_Minor (P1).wav,Richter,P1,9,Minor,75,17.0719954648526,4.39315955503902
Bach_WTC1_Tureck_Prelude_0_Major (P1).wav,Tureck,P1,0,Major,136,39.6115192743764,3.43334470606823
Bach_WTC1_Tureck_Prelude_0_Minor (P1).wav,Tureck,P1,0,Minor,120,19.0224489795918,6.30833601544899
Bach_WTC1_Tureck_Prelude_10_Major (P1).wav,Tureck,P1,10,Major,159,26.1209977324263,6.08705691982888
Bach_WTC1_Tureck_Prelude_10_Minor (P1).wav,Tureck,P1,10,Minor,90,60.52,1.48711169861203
Bach_WTC1_Tureck_Prelude_11_Major (P1).wav,Tureck,P1,11,Major,100,32.7739909297052,3.05119996568265
Bach_WTC1_Tureck_Prelude_11_Minor (P1).wav,Tureck,P1,11,Minor,69,30.7760090702948,2.24200609774967
Bach_WTC1_Tureck_Prelude_1_Major (P1).wav,Tureck,P1,1,Major,43,6.76984126984127,6.35169988276671
Bach_WTC1_Tureck_Prelude_1_Minor (P1).wav,Tureck,P1,1,Minor,103,43.7853741496599,2.35238368976687
Bach_WTC1_Tureck_Prelude_2_Major (P1).wav,Tureck,P1,2,Major,107,18.1731292517007,5.88781373411443
Bach_WTC1_Tureck_Prelude_2_Minor (P1).wav,Tureck,P1,2,Minor,163,25.6838321995465,6.34640495754672
Bach_WTC1_Tureck_Prelude_3_Major (P1).wav,Tureck,P1,3,Major,155,36.4525850340136,4.2520989898349
Bach_WTC1_Tureck_Prelude_3_Minor (P1).wav,Tureck,P1,3,Minor,95,60.1389115646259,1.57967607873834
Bach_WTC1_Tureck_Prelude_4_Major (P1).wav,Tureck,P1,4,Major,102,32.994126984127,3.09145927846707
Bach_WTC1_Tureck_Prelude_4_Minor (P1).wav,Tureck,P1,4,Minor,82,48.64589569161,1.68565094411742
Bach_WTC1_Tureck_Prelude_5_Major (P1).wav,Tureck,P1,5,Major,174,28.4296825396825,6.12036380487641
Bach_WTC1_Tureck_Prelude_5_Minor (P1).wav,Tureck,P1,5,Minor,127,44.6477551020408,2.84448791903974
Bach_WTC1_Tureck_Prelude_6_Major (P1).wav,Tureck,P1,6,Major,98,29.0829931972789,3.36966691616766
Bach_WTC1_Tureck_Prelude_6_Minor (P1).wav,Tureck,P1,6,Minor,121,28.4119954648526,4.25876458236397
Bach_WTC1_Tureck_Prelude_7_Major (P1).wav,Tureck,P1,7,Major,161,27.2760090702948,5.9026230554872
Bach_WTC1_Tureck_Prelude_7_Minor (P1).wav,Tureck,P1,7,Minor,173,49.5509977324263,3.49135250382231
Bach_WTC1_Tureck_Prelude_8_Major (P1).wav,Tureck,P1,8,Major,65,19.1929931972789,3.38665258367389
Bach_WTC1_Tureck_Prelude_8_Minor (P1).wav,Tureck,P1,8,Minor,94,24.8629931972789,3.78071937091982
Bach_WTC1_Tureck_Prelude_9_Major (P1).wav,Tureck,P1,9,Major,123,29.5580045351474,4.16130932836622
Bach_WTC1_Tureck_Prelude_9_Minor (P1).wav,Tureck,P1,9,Minor,107,21.8839909297052,4.88941895213266
