,filename,mirmode_essentia-cqt,mirmode_essentia-sftf,mirmode_MIRtoolbox-std,mirmode_MIRtoolbox-dir,mirmode_librosa-cqt,mirmode_librosa-stft,mirmode_librosa-cens,mirmode_librosa-vqt
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_8_Major_bachDemaria2015Deadpan.wav,0.089233644,0.231728727,0.253167997,0.253167997,0.34018156,0.220138896,0.35958675,0.125492772
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_8_minor_bachDemaria2015Deadpan.wav,-0.063627145,0.074020777,0.087252485,0.087252485,0.097980413,0.054959891,0.059319173,0.026560982
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_9_Major_bachDemaria2015Deadpan.wav,0.139007329,0.345690061,0.279788721,0.27978872,0.202435697,0.237247016,0.151830859,0.212714257
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_9_minor_bachDemaria2015Deadpan.wav,-0.082507385,-0.356341923,-0.266623468,-0.266623467,-0.313056997,-0.166692302,-0.297315804,-0.168653826
0,audio/bachDemus1970/Bach_1_Demus_0_Major_bachDemus1970.wav,-0.030734951,0.101068024,0.212830029,0.212830028,0.343612931,0.092200768,0.354301566,0.035740116
0,audio/bachDemus1970/Bach_1_Demus_0_minor_bachDemus1970.wav,-0.110994242,-0.158551215,-0.110281903,-0.110281903,-0.211888214,-0.024477745,-0.210996576,-0.115387676
0,audio/bachDemus1970/Bach_1_Demus_10_Major_bachDemus1970.wav,0.176426564,0.090793131,0.243524317,0.243524317,0.168501898,0.095010839,0.119456574,0.161192731
0,audio/bachDemus1970/Bach_1_Demus_10_minor_bachDemus1970.wav,-0.198539748,-0.145644136,-0.30289163,-0.302891629,-0.309608809,-0.188376376,-0.291587232,-0.259760875
0,audio/bachDemus1970/Bach_1_Demus_11_Major_bachDemus1970.wav,-0.092848505,-0.027998389,0.012048446,0.012048445,-0.041984712,-0.134392949,-0.036931189,-0.126085563
0,audio/bachDemus1970/Bach_1_Demus_11_minor_bachDemus1970.wav,-0.123772445,-0.077946328,-0.125382561,-0.125382561,-0.071949235,-0.108153286,-0.055785417,-0.147815059
0,audio/bachDemus1970/Bach_1_Demus_1_Major_bachDemus1970.wav,0.085123662,0.064070663,0.138730823,0.138730823,0.171372615,0.176534325,0.21841428,0.079511448
0,audio/bachDemus1970/Bach_1_Demus_1_minor_bachDemus1970.wav,-0.258851778,0.009633623,-0.089544805,-0.089544806,-0.02202782,-0.049270381,-0.012635409,-0.197768796
0,audio/bachDemus1970/Bach_1_Demus_2_Major_bachDemus1970.wav,-0.119107347,-0.126985369,0.036014564,0.036014564,0.107391378,0.038589826,0.134727307,-0.108232225
0,audio/bachDemus1970/Bach_1_Demus_2_minor_bachDemus1970.wav,0.008765882,-0.025444993,0.192516573,0.192516572,0.005873814,-0.140715328,-0.035805007,0.033867379
0,audio/bachDemus1970/Bach_1_Demus_3_Major_bachDemus1970.wav,0.104992503,0.101975533,0.179980478,0.179980478,0.218229357,0.311672616,0.218931499,0.131456822
0,audio/bachDemus1970/Bach_1_Demus_3_minor_bachDemus1970.wav,-0.001012324,0.163665127,0.205299886,0.205299886,-0.039220543,0.023440395,-0.053898785,0.070726083
0,audio/bachDemus1970/Bach_1_Demus_4_Major_bachDemus1970.wav,0.137974073,0.149623315,0.158810326,0.158810327,0.239414434,0.148943148,0.269640031,0.045626629
0,audio/bachDemus1970/Bach_1_Demus_4_minor_bachDemus1970.wav,-0.152393437,-0.26913002,-0.143310148,-0.143310149,-0.008864374,-0.066913328,-0.005392272,-0.198177424
0,audio/bachDemus1970/Bach_1_Demus_5_Major_bachDemus1970.wav,-0.160835266,-0.259163998,-0.112375974,-0.112375974,-0.131071181,-0.272507902,-0.096138452,-0.178583902
0,audio/bachDemus1970/Bach_1_Demus_5_minor_bachDemus1970.wav,0.028483146,0.195424488,-0.068495357,-0.068495357,-0.031642486,0.098543907,-0.041330464,0.096688717
0,audio/bachDemus1970/Bach_1_Demus_6_Major_bachDemus1970.wav,-0.080674076,0.004331687,0.195462711,0.195462711,0.276918586,0.189358466,0.273928863,-0.032816941
0,audio/bachDemus1970/Bach_1_Demus_6_minor_bachDemus1970.wav,-0.048161459,0.051460393,0.14467539,0.14467539,0.014807016,0.047604732,0.021052214,0.006330872
0,audio/bachDemus1970/Bach_1_Demus_7_Major_bachDemus1970.wav,0.16078932,-0.088691964,-0.010658351,-0.010658351,0.176700446,0.227338821,0.197427915,0.165667353
0,audio/bachDemus1970/Bach_1_Demus_7_minor_bachDemus1970.wav,-0.013587576,-0.085586755,-0.032236114,-0.032236114,-0.054924247,-0.123670591,-0.046663559,-0.045155028
0,audio/bachDemus1970/Bach_1_Demus_8_Major_bachDemus1970.wav,0.113346228,0.180793951,0.208592661,0.208592661,0.308173823,0.246546342,0.311270737,0.16253926
0,audio/bachDemus1970/Bach_1_Demus_8_minor_bachDemus1970.wav,-0.15121938,0.051044945,0.155340376,0.155340377,0.001755235,-0.050184277,0.024182245,-0.14547604
0,audio/bachDemus1970/Bach_1_Demus_9_Major_bachDemus1970.wav,0.014720932,-0.120118078,0.068754458,0.068754459,0.142990331,0.098831085,0.175797421,-0.027210774
0,audio/bachDemus1970/Bach_1_Demus_9_minor_bachDemus1970.wav,-0.069122784,-0.242744377,-0.087057188,-0.087057188,-0.226319302,-0.125876883,-0.247678019,-0.083279401
0,audio/bachFischer1934/Bach_1_Fischer_0_Major_bachFischer1934.wav,0.077112023,0.050876684,0.070312496,0.070312497,0.307057101,0.199775867,0.315366851,0.092472003
0,audio/bachFischer1934/Bach_1_Fischer_0_minor_bachFischer1934.wav,0.096840825,0.133574156,0.213322446,0.213322446,-0.003652949,0.085545954,-0.042535396,0.174102861
0,audio/bachFischer1934/Bach_1_Fischer_10_Major_bachFischer1934.wav,0.093333994,0.048675462,0.071371602,0.071371602,0.017827718,-0.023152297,0.000298091,0.003043775
0,audio/bachFischer1934/Bach_1_Fischer_10_minor_bachFischer1934.wav,0.099220092,0.043808152,-0.060185777,-0.060185778,-0.176360733,-0.097456911,-0.130750729,0.069742311
0,audio/bachFischer1934/Bach_1_Fischer_11_Major_bachFischer1934.wav,-0.018619454,-0.308168012,-0.163125108,-0.163125107,-0.102644266,-0.233981638,-0.05955208,-0.198793806
0,audio/bachFischer1934/Bach_1_Fischer_11_minor_bachFischer1934.wav,0.161345866,0.050675769,-0.006233464,-0.006233464,-0.081926649,-0.06928673,-0.10962304,-0.062524437
0,audio/bachFischer1934/Bach_1_Fischer_1_Major_bachFischer1934.wav,0.065040658,0.062759616,0.193760637,0.193760638,0.169904496,0.257638911,0.23343939,0.127972292
0,audio/bachFischer1934/Bach_1_Fischer_1_minor_bachFischer1934.wav,-0.078301615,-0.204070517,-0.210689771,-0.210689772,-0.089264708,-0.337606917,-0.046886357,-0.157307524
0,audio/bachFischer1934/Bach_1_Fischer_2_Major_bachFischer1934.wav,-0.052856799,0.125865375,0.065686785,0.065686784,0.086410977,0.18034836,0.086709936,0.042726894
0,audio/bachFischer1934/Bach_1_Fischer_2_minor_bachFischer1934.wav,-0.131372461,-0.229821068,-0.018834709,-0.018834709,-0.097724159,-0.163813015,-0.119928473,-0.12434644
0,audio/bachFischer1934/Bach_1_Fischer_3_Major_bachFischer1934.wav,-0.051660214,0.239918467,0.15711406,0.157114059,0.160364216,0.268126039,0.163356503,0.118326685
0,audio/bachFischer1934/Bach_1_Fischer_3_minor_bachFischer1934.wav,-0.1237809,0.040449736,-0.084755735,-0.084755735,-0.014408188,-0.139425826,-0.009661997,-0.191023803
0,audio/bachFischer1934/Bach_1_Fischer_4_Major_bachFischer1934.wav,0.060944664,-0.100514129,0.192141439,0.192141439,0.176484413,0.141034342,0.214646983,0.090573885
0,audio/bachFischer1934/Bach_1_Fischer_4_minor_bachFischer1934.wav,-0.10266723,0.028200379,0.006349061,0.006349061,-0.030195577,-0.007371172,-0.00495408,-0.128714221
0,audio/bachFischer1934/Bach_1_Fischer_5_Major_bachFischer1934.wav,-0.180937319,-0.170465301,-0.126895006,-0.126895007,-0.032366327,0.041011749,-0.027052561,-0.224408189
0,audio/bachFischer1934/Bach_1_Fischer_5_minor_bachFischer1934.wav,-0.153915681,0.244067753,0.062901215,0.062901214,0.069954647,0.057336076,0.053820721,-0.084507772
0,audio/bachFischer1934/Bach_1_Fischer_6_Major_bachFischer1934.wav,0.122539877,0.190557296,0.312004433,0.312004434,0.356721743,0.283504649,0.360314509,0.106707022
0,audio/bachFischer1934/Bach_1_Fischer_6_minor_bachFischer1934.wav,-0.025266824,-0.061377237,0.05632016,0.056320159,-0.027639405,0.040731642,0.005648791,0.00952111
0,audio/bachFischer1934/Bach_1_Fischer_7_Major_bachFischer1934.wav,0.083023239,0.214952573,0.171156764,0.171156765,0.257625986,0.154361658,0.304228617,0.096594445
0,audio/bachFischer1934/Bach_1_Fischer_7_minor_bachFischer1934.wav,-0.290551189,0.10368839,0.040442705,0.040442704,-0.134646956,-0.179735188,-0.122094979,-0.041406567
0,audio/bachFischer1934/Bach_1_Fischer_8_Major_bachFischer1934.wav,-0.05681416,0.152452214,0.172018608,0.172018608,0.236861136,0.174457249,0.284730175,0.034634688
0,audio/bachFischer1934/Bach_1_Fischer_8_minor_bachFischer1934.wav,0.014878226,-0.153353219,-0.15563018,-0.15563018,-0.082099609,-0.268996044,0.004848128,-0.149958151
0,audio/bachFischer1934/Bach_1_Fischer_9_Major_bachFischer1934.wav,-0.107229172,0.016064418,0.100435989,0.100435989,0.075410626,0.186921143,0.098790082,-0.011445123
0,audio/bachFischer1934/Bach_1_Fischer_9_minor_bachFischer1934.wav,-0.253225928,-0.054155714,-0.298522958,-0.298522958,-0.325086961,-0.109377977,-0.314393356,-0.293242864
0,audio/bachGalling1964/Bach_1_Galling_0_Major_bachGalling1964.wav,0.167597054,0.217109879,0.158937649,0.158937649,0.248734073,0.251601836,0.241290271,0.168261998
0,audio/bachGalling1964/Bach_1_Galling_0_minor_bachGalling1964.wav,0.033082711,-0.043050488,-0.191147801,-0.191147801,-0.103508716,-0.04095658,-0.078914481,-0.000359227
0,audio/bachGalling1964/Bach_1_Galling_10_Major_bachGalling1964.wav,0.074227007,-0.027064703,0.163695797,0.163695797,0.185400051,0.038327826,0.209819912,0.100590533
0,audio/bachGalling1964/Bach_1_Galling_10_minor_bachGalling1964.wav,-0.186660323,-0.166085287,-0.182806655,-0.182806655,-0.260402535,-0.158583447,-0.278899879,-0.201448358
0,audio/bachGalling1964/Bach_1_Galling_11_Major_bachGalling1964.wav,-0.061994419,-0.28485016,-0.023987195,-0.023987195,-0.059577144,-0.219155233,-0.052295988,-0.151662032
0,audio/bachGalling1964/Bach_1_Galling_11_minor_bachGalling1964.wav,-0.089575727,-0.151367973,-0.123487983,-0.123487983,-0.110707387,-0.166001162,-0.11465561,-0.110103219
0,audio/bachGalling1964/Bach_1_Galling_1_Major_bachGalling1964.wav,0.058999727,0.27194008,0.316882996,0.316882996,0.296182782,0.25004047,0.290359312,0.033575289
0,audio/bachGalling1964/Bach_1_Galling_1_minor_bachGalling1964.wav,-0.156751126,-0.043798867,-0.07461967,-0.074619671,-0.054866317,-0.087547144,-0.037752513,-0.119967106
0,audio/bachGalling1964/Bach_1_Galling_2_Major_bachGalling1964.wav,-0.102792728,-0.045776791,0.036867748,0.036867748,0.00588376,0.086016273,-0.015421543,-0.07488885
0,audio/bachGalling1964/Bach_1_Galling_2_minor_bachGalling1964.wav,0.166471074,-0.030864379,0.353951986,0.353951985,0.126905504,-0.145135457,0.116807761,0.146453897
0,audio/bachGalling1964/Bach_1_Galling_3_Major_bachGalling1964.wav,-0.066353608,0.126733634,-0.023777495,-0.023777495,0.155035181,0.016151956,0.167999263,0.176533057
0,audio/bachGalling1964/Bach_1_Galling_3_minor_bachGalling1964.wav,0.047067591,0.051233778,0.141571914,0.141571913,0.022860856,0.058941968,-0.023585069,0.07955436
0,audio/bachGalling1964/Bach_1_Galling_4_Major_bachGalling1964.wav,0.092581602,0.19316324,0.276460054,0.276460054,0.276224323,0.168126503,0.275032471,0.028690148
0,audio/bachGalling1964/Bach_1_Galling_4_minor_bachGalling1964.wav,-0.008530934,-0.058032395,-0.000937471,-0.000937471,-0.114972895,-0.258579041,-0.12362058,-0.077792767
0,audio/bachGalling1964/Bach_1_Galling_5_Major_bachGalling1964.wav,0.143559702,0.075403912,0.199879328,0.199879327,0.162877079,0.092386543,0.17239922,0.099852302
0,audio/bachGalling1964/Bach_1_Galling_5_minor_bachGalling1964.wav,0.001832684,-0.118393099,-0.144220552,-0.144220552,-0.100009383,-0.029242532,-0.104743925,-0.070447075
0,audio/bachGalling1964/Bach_1_Galling_6_Major_bachGalling1964.wav,0.119327866,0.167210511,0.176358398,0.176358397,0.223323928,0.099222207,0.205871798,0.153410273
0,audio/bachGalling1964/Bach_1_Galling_6_minor_bachGalling1964.wav,-0.076366577,0.150647671,-0.001689942,-0.001689942,0.024264994,0.134945807,0.016346083,-0.014204464
0,audio/bachGalling1964/Bach_1_Galling_7_Major_bachGalling1964.wav,0.041894484,0.143321024,-0.047912362,-0.047912362,0.133463768,0.187229534,0.118037358,0.060297998
0,audio/bachGalling1964/Bach_1_Galling_7_minor_bachGalling1964.wav,0.01402249,-0.037009858,0.015329084,0.015329083,-0.018974415,-0.087457818,0.001233259,-0.037920209
0,audio/bachGalling1964/Bach_1_Galling_8_Major_bachGalling1964.wav,0.036458642,0.311773013,0.215952465,0.215952465,0.327424658,0.213500472,0.308155627,0.076495012
0,audio/bachGalling1964/Bach_1_Galling_8_minor_bachGalling1964.wav,0.149278531,0.259419145,0.204884384,0.204884383,0.158913398,0.054944138,0.163910205,0.104304667
0,audio/bachGalling1964/Bach_1_Galling_9_Major_bachGalling1964.wav,0.04476449,0.068207273,0.156357065,0.156357065,0.107396045,0.237446861,0.134142793,0.108499694
0,audio/bachGalling1964/Bach_1_Galling_9_minor_bachGalling1964.wav,-0.191428157,-0.11365681,-0.000845677,-0.000845677,-0.253669968,-0.1983332,-0.222447656,-0.211064255
0,audio/bachGould1971/Bach_1_Gould_0_Major_bachGould1971.wav,-0.006724649,-0.00906395,-0.124543033,-0.124543033,0.258266523,0.141523587,0.277241946,0.041269606
0,audio/bachGould1971/Bach_1_Gould_0_minor_bachGould1971.wav,-0.165295037,-0.241233336,-0.270631155,-0.270631155,-0.127486329,0.032074364,-0.130713875,-0.146834783
0,audio/bachGould1971/Bach_1_Gould_10_Major_bachGould1971.wav,0.076141502,-0.003539892,0.02062173,0.020621729,0.029327345,-0.163017909,-0.005028541,0.070414274
0,audio/bachGould1971/Bach_1_Gould_10_minor_bachGould1971.wav,-0.062740031,0.072558934,0.040151363,0.040151362,-0.226834098,-0.198002774,-0.236636159,-0.075915671
0,audio/bachGould1971/Bach_1_Gould_11_Major_bachGould1971.wav,0.007590042,0.063335729,0.051760823,0.051760823,0.023230108,0.040265304,-0.00411665,0.047927446
0,audio/bachGould1971/Bach_1_Gould_11_minor_bachGould1971.wav,0.206459321,0.162207551,-0.018025107,-0.018025108,0.123432745,0.015081645,0.089453467,0.226261115
0,audio/bachGould1971/Bach_1_Gould_1_Major_bachGould1971.wav,-0.002496496,0.023482513,0.126436962,0.126436963,0.094892489,0.065961399,0.190088986,-0.013900991
0,audio/bachGould1971/Bach_1_Gould_1_minor_bachGould1971.wav,-0.090412892,-0.056339909,-0.201822549,-0.20182255,-0.049933342,-0.088509912,-0.034333701,-0.097298226
0,audio/bachGould1971/Bach_1_Gould_2_Major_bachGould1971.wav,0.131692675,0.163586144,0.151819375,0.151819374,0.096185317,-0.013084461,0.101268766,0.194086716
0,audio/bachGould1971/Bach_1_Gould_2_minor_bachGould1971.wav,-0.078895615,-0.168714177,0.038759796,0.038759796,-0.076706474,-0.153128621,-0.129445171,-0.043536268
0,audio/bachGould1971/Bach_1_Gould_3_Major_bachGould1971.wav,0.074170941,0.170438734,0.135259896,0.135259895,0.231500935,0.257728995,0.255320891,0.079702708
0,audio/bachGould1971/Bach_1_Gould_3_minor_bachGould1971.wav,-0.112893187,-0.062518443,-0.085559315,-0.085559315,-0.17726481,-0.033606152,-0.162218412,-0.064119831
0,audio/bachGould1971/Bach_1_Gould_4_Major_bachGould1971.wav,0.044200987,0.260529612,0.212263387,0.212263387,0.239463994,0.11274566,0.29715219,0.031630318
0,audio/bachGould1971/Bach_1_Gould_4_minor_bachGould1971.wav,-0.005529898,-0.277106883,0.078262001,0.078262,-0.069578476,-0.17915488,-0.069495631,-0.015471309
0,audio/bachGould1971/Bach_1_Gould_5_Major_bachGould1971.wav,0.045007578,0.263529674,0.156628354,0.156628354,0.088397652,0.06605765,0.089687623,0.04664348
0,audio/bachGould1971/Bach_1_Gould_5_minor_bachGould1971.wav,-0.1201813,0.079255381,-0.055414615,-0.055414615,0.035285156,0.014990495,0.018254508,-0.067368286
0,audio/bachGould1971/Bach_1_Gould_6_Major_bachGould1971.wav,0.180274559,-0.062117335,0.170156283,0.170156283,0.222738603,0.10283439,0.178648053,0.266175078
0,audio/bachGould1971/Bach_1_Gould_6_minor_bachGould1971.wav,0.010907293,-0.004740564,-0.092786689,-0.092786689,0.139357319,0.123816124,0.134133201,0.116913601
0,audio/bachGould1971/Bach_1_Gould_7_Major_bachGould1971.wav,0.151198676,0.214152135,0.152920873,0.152920873,0.351285949,0.127656839,0.326169932,0.176711068
0,audio/bachGould1971/Bach_1_Gould_7_minor_bachGould1971.wav,-0.1291712,-0.145410995,-0.091537148,-0.091537149,-0.008159432,-0.076550342,0.01121283,-0.04966203
0,audio/bachGould1971/Bach_1_Gould_8_Major_bachGould1971.wav,0.102381301,0.074896883,0.231262531,0.231262531,0.294333174,0.184398323,0.311096606,0.062430926
0,audio/bachGould1971/Bach_1_Gould_8_minor_bachGould1971.wav,-0.13118815,-0.174940974,-0.102456882,-0.102456882,0.009223566,-0.007233864,0.048851269,-0.123245001
0,audio/bachGould1971/Bach_1_Gould_9_Major_bachGould1971.wav,0.051980502,0.021452606,0.008348158,0.008348157,0.164906752,0.140342933,0.153150209,0.103846991
0,audio/bachGould1971/Bach_1_Gould_9_minor_bachGould1971.wav,-0.250905306,0.039471222,0.020715989,0.020715989,-0.359709487,-0.195248335,-0.343660979,-0.334463889
0,audio/bachGulda1995/Bach_1_Gulda_0_Major_bachGulda.wav,0.05626838,0.020464742,0.16188386,0.161883861,0.341786203,0.125763427,0.360128331,0.078677825
0,audio/bachGulda1995/Bach_1_Gulda_0_minor_bachGulda.wav,-0.024517093,-0.028301748,-0.26559622,-0.26559622,-0.22219638,0.066194734,-0.248878193,-0.109625577
0,audio/bachGulda1995/Bach_1_Gulda_10_Major_bachGulda.wav,-0.084470946,-0.051632534,-0.021184927,-0.021184927,0.052730777,0.103671939,0.043678746,-0.046153484
0,audio/bachGulda1995/Bach_1_Gulda_10_minor_bachGulda.wav,-0.228592571,0.066393027,-0.023325013,-0.023325013,-0.250994942,-0.142758862,-0.235836495,-0.209212211
0,audio/bachGulda1995/Bach_1_Gulda_11_Major_bachGulda.wav,-0.263331516,-0.170206557,-0.014674702,-0.014674702,-0.090862686,-0.160215646,-0.064358404,-0.25114365
0,audio/bachGulda1995/Bach_1_Gulda_11_minor_bachGulda.wav,-0.071250979,-0.280234628,-0.176967439,-0.176967439,-0.080591693,-0.233380801,-0.0904346,-0.159732158
0,audio/bachGulda1995/Bach_1_Gulda_1_Major_bachGulda.wav,0.077901331,0.091892461,0.258949313,0.258949314,0.264482319,0.17230021,0.311737674,0.088291207
0,audio/bachGulda1995/Bach_1_Gulda_1_minor_bachGulda.wav,-0.180596817,-0.086673442,-0.115655036,-0.115655037,-0.067670585,-0.08388646,-0.027918949,-0.117286581
0,audio/bachGulda1995/Bach_1_Gulda_2_Major_bachGulda.wav,0.063982144,-0.077379333,0.016218017,0.016218017,0.020382978,-0.100698337,0.020338461,0.031448368
0,audio/bachGulda1995/Bach_1_Gulda_2_minor_bachGulda.wav,-0.13549155,-0.189936101,0.003371308,0.003371307,-0.061176846,0.085982294,-0.09393789,-0.091311406
0,audio/bachGulda1995/Bach_1_Gulda_3_Major_bachGulda.wav,0.078157752,0.173372013,0.066097115,0.066097115,0.181817285,0.195677506,0.205029586,0.157155865
0,audio/bachGulda1995/Bach_1_Gulda_3_minor_bachGulda.wav,0.064098458,0.007281017,0.150615683,0.150615682,0.05580485,0.070866983,0.014778722,0.116118498
0,audio/bachGulda1995/Bach_1_Gulda_4_Major_bachGulda.wav,0.032959405,0.193400669,0.154854778,0.154854777,0.258091352,0.092124661,0.288337169,-0.016384338
0,audio/bachGulda1995/Bach_1_Gulda_4_minor_bachGulda.wav,-0.021098466,-0.166315014,-0.038927478,-0.038927478,-0.022098368,-0.252083828,0.00433926,-0.078635413
0,audio/bachGulda1995/Bach_1_Gulda_5_Major_bachGulda.wav,-0.147784841,-0.164866646,-0.021171341,-0.021171341,-0.05416923,-0.039450388,-0.069195759,-0.188079325
0,audio/bachGulda1995/Bach_1_Gulda_5_minor_bachGulda.wav,-0.118404033,0.165027083,0.072735336,0.072735335,-0.066855804,0.03227232,-0.088339477,-0.044836528
0,audio/bachGulda1995/Bach_1_Gulda_6_Major_bachGulda.wav,0.028441473,0.077461675,0.209941628,0.209941629,0.248989843,0.156131768,0.225221327,0.072322719
0,audio/bachGulda1995/Bach_1_Gulda_6_minor_bachGulda.wav,0.083686017,-0.122276865,0.060865151,0.060865151,0.11000651,0.013733147,0.074421755,0.133509976
0,audio/bachGulda1995/Bach_1_Gulda_7_Major_bachGulda.wav,0.200471464,0.274490588,0.173180759,0.173180758,0.264016176,0.109112039,0.240097867,0.267621871
0,audio/bachGulda1995/Bach_1_Gulda_7_minor_bachGulda.wav,0.034523319,0.11015935,0.048674809,0.048674808,0.006067913,0.016150652,0.048790174,-0.020326017
0,audio/bachGulda1995/Bach_1_Gulda_8_Major_bachGulda.wav,0.121596691,0.107799116,0.280556795,0.280556795,0.347529231,0.214982903,0.360271254,0.127973336
0,audio/bachGulda1995/Bach_1_Gulda_8_minor_bachGulda.wav,-0.091287328,-0.158255767,-0.041209072,-0.041209072,0.010396993,0.089393274,0.017351053,-0.187439065
0,audio/bachGulda1995/Bach_1_Gulda_9_Major_bachGulda.wav,0.110364046,0.152857322,0.18569643,0.185696429,0.250898827,0.187698264,0.239973741,0.221582638
0,audio/bachGulda1995/Bach_1_Gulda_9_minor_bachGulda.wav,-0.157850237,-0.17213796,-0.299585959,-0.299585959,-0.26497599,-0.102115537,-0.260387527,-0.233518196
0,audio/bachHamilton1964/Bach_1_Hamilton_0_Major_bachHamilton1964.wav,0.038223366,0.249604164,0.255312955,0.255312954,0.341086994,0.177724308,0.31453814,0.047117301
0,audio/bachHamilton1964/Bach_1_Hamilton_0_minor_bachHamilton1964.wav,-0.101293851,0.147439574,0.034664286,0.034664285,-0.111249195,0.013537711,-0.124920412,-0.064638777
0,audio/bachHamilton1964/Bach_1_Hamilton_10_Major_bachHamilton1964.wav,0.010985391,0.05510708,-0.035876587,-0.035876587,0.070761674,0.038036941,0.092221107,0.04547083
0,audio/bachHamilton1964/Bach_1_Hamilton_10_minor_bachHamilton1964.wav,-0.010636092,-0.116680538,-0.153642266,-0.153642266,-0.211931682,-0.252902079,-0.179285191,-0.114351539
0,audio/bachHamilton1964/Bach_1_Hamilton_11_Major_bachHamilton1964.wav,0.024497728,0.101357413,0.112077039,0.112077039,-0.013678583,0.012423245,-0.007422081,0.043778015
0,audio/bachHamilton1964/Bach_1_Hamilton_11_minor_bachHamilton1964.wav,-0.203663093,-0.274327351,-0.222529237,-0.222529237,-0.067332772,-0.077483136,-0.05394801,-0.217268784
0,audio/bachHamilton1964/Bach_1_Hamilton_1_Major_bachHamilton1964.wav,0.068508852,0.153212996,0.175703024,0.175703024,0.246756447,0.144489017,0.258397987,0.189358637
0,audio/bachHamilton1964/Bach_1_Hamilton_1_minor_bachHamilton1964.wav,0.00010038,-0.011219396,-0.173271701,-0.173271701,-0.146159036,-0.133759062,-0.121704688,-0.093734067
0,audio/bachHamilton1964/Bach_1_Hamilton_2_Major_bachHamilton1964.wav,-0.017044558,0.158431619,0.187755655,0.187755655,0.067696354,-0.008003241,0.029572336,-0.018763708
0,audio/bachHamilton1964/Bach_1_Hamilton_2_minor_bachHamilton1964.wav,-0.00794342,-0.130384403,0.159289651,0.15928965,-0.04802912,-0.213974623,-0.102249664,-0.043409596
0,audio/bachHamilton1964/Bach_1_Hamilton_3_Major_bachHamilton1964.wav,0.154313979,0.091042829,0.117332337,0.117332337,0.174391828,0.089480744,0.194121717,0.179765345
0,audio/bachHamilton1964/Bach_1_Hamilton_3_minor_bachHamilton1964.wav,-0.114235281,-0.110021065,0.011437605,0.011437604,-0.159758489,-0.161834373,-0.143196631,-0.149296662
0,audio/bachHamilton1964/Bach_1_Hamilton_4_Major_bachHamilton1964.wav,0.116139624,0.227553344,0.156421239,0.156421238,0.283449607,0.123021508,0.255313479,0.127892083
0,audio/bachHamilton1964/Bach_1_Hamilton_4_minor_bachHamilton1964.wav,-0.005400135,-0.156350539,-0.02400902,-0.024009021,-0.168274183,-0.269040435,-0.168004855,-0.102733048
0,audio/bachHamilton1964/Bach_1_Hamilton_5_Major_bachHamilton1964.wav,-0.057796647,-0.0551441,-0.182385163,-0.182385163,-0.043632857,-0.05284777,-0.02130544,-0.106817779
0,audio/bachHamilton1964/Bach_1_Hamilton_5_minor_bachHamilton1964.wav,-0.125758454,-0.063147581,-0.175085408,-0.175085408,-0.068972793,-0.056953897,-0.074095988,-0.152742602
0,audio/bachHamilton1964/Bach_1_Hamilton_6_Major_bachHamilton1964.wav,-0.058279138,0.026961773,0.078038955,0.078038955,0.134458713,0.030840545,0.13480787,-0.060430343
0,audio/bachHamilton1964/Bach_1_Hamilton_6_minor_bachHamilton1964.wav,-0.005992363,0.197953399,0.22323723,0.223237229,0.054216499,-0.074636394,0.048759673,0.071716894
0,audio/bachHamilton1964/Bach_1_Hamilton_7_Major_bachHamilton1964.wav,-0.049450036,0.190185438,0.047698592,0.047698592,0.020412109,0.124898942,0.009832959,0.097782808
0,audio/bachHamilton1964/Bach_1_Hamilton_7_minor_bachHamilton1964.wav,-0.180739823,0.005524613,0.033837835,0.033837835,-0.115695782,-0.085759224,-0.108922095,-0.201769994
0,audio/bachHamilton1964/Bach_1_Hamilton_8_Major_bachHamilton1964.wav,0.066029922,0.238194187,0.321126822,0.321126823,0.272730797,0.258146797,0.253927035,0.11073039
0,audio/bachHamilton1964/Bach_1_Hamilton_8_minor_bachHamilton1964.wav,-0.02934341,0.147667416,0.132948219,0.132948218,0.09993028,0.174477341,0.077854143,0.070336083
0,audio/bachHamilton1964/Bach_1_Hamilton_9_Major_bachHamilton1964.wav,-0.018720406,-0.124943949,0.15814641,0.158146409,0.144805402,-0.034793007,0.152548055,0.103094704
0,audio/bachHamilton1964/Bach_1_Hamilton_9_minor_bachHamilton1964.wav,-0.042440207,-0.287853623,-0.12988215,-0.12988215,-0.221131606,-0.127477364,-0.197353996,-0.049902887
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_0_Major_bachKirkpatrick1963.wav,-0.026357067,0.292852713,0.054956754,0.054956753,0.191138244,0.31355765,0.054926898,-0.088671563
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_0_minor_bachKirkpatrick1963.wav,-0.080430688,-0.182370052,-0.163097132,-0.163097132,-0.220091468,-0.1058497,-0.186255262,-0.055001125
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_10_Major_bachKirkpatrick1963.wav,0.055032659,0.213734025,0.177091991,0.17709199,0.096909089,0.103395134,0.097433649,0.078706302
