,filename,onsets_essentia-hfc,onsets_essentia-complex,onsets_essentia-phase,onsets_essentia-flux,onsets_essentia-melflux,onsets_essentia-rms,onsets_MIRtoolbox-std,onsets_librosa-std
0,audio/bachGould1971/Bach_1_Gould_4_Major_bachGould1971.wav,95,103,113,115,166,146,121,115
0,audio/bachGould1971/Bach_1_Gould_4_minor_bachGould1971.wav,118,141,139,147,265,163,141,149
0,audio/bachGould1971/Bach_1_Gould_5_Major_bachGould1971.wav,105,159,137,146,187,189,170,182
0,audio/bachGould1971/Bach_1_Gould_5_minor_bachGould1971.wav,132,168,371,189,502,273,201,232
0,audio/bachGould1971/Bach_1_Gould_6_Major_bachGould1971.wav,88,102,133,108,201,120,113,107
0,audio/bachGould1971/Bach_1_Gould_6_minor_bachGould1971.wav,83,126,104,121,138,137,120,133
0,audio/bachGould1971/Bach_1_Gould_7_Major_bachGould1971.wav,44,98,104,96,136,130,122,136
0,audio/bachGould1971/Bach_1_Gould_7_minor_bachGould1971.wav,107,192,245,187,298,270,200,229
0,audio/bachGould1971/Bach_1_Gould_8_Major_bachGould1971.wav,48,54,61,54,87,70,50,60
0,audio/bachGould1971/Bach_1_Gould_8_minor_bachGould1971.wav,80,92,96,94,125,128,102,101
0,audio/bachGould1971/Bach_1_Gould_9_Major_bachGould1971.wav,89,119,98,113,135,128,110,124
0,audio/bachGould1971/Bach_1_Gould_9_minor_bachGould1971.wav,92,102,97,101,151,123,105,120
0,audio/bachGulda1995/Bach_1_Gulda_0_Major_bachGulda.wav,94,130,135,132,167,183,132,127
0,audio/bachGulda1995/Bach_1_Gulda_0_minor_bachGulda.wav,66,128,131,129,161,162,131,127
0,audio/bachGulda1995/Bach_1_Gulda_10_Major_bachGulda.wav,72,144,139,146,182,178,158,161
0,audio/bachGulda1995/Bach_1_Gulda_10_minor_bachGulda.wav,90,104,123,116,293,145,97,91
0,audio/bachGulda1995/Bach_1_Gulda_11_Major_bachGulda.wav,87,121,116,119,163,165,130,123
0,audio/bachGulda1995/Bach_1_Gulda_11_minor_bachGulda.wav,66,69,73,88,234,72,68,67
0,audio/bachGulda1995/Bach_1_Gulda_1_Major_bachGulda.wav,20,43,28,38,48,41,32,42
0,audio/bachGulda1995/Bach_1_Gulda_1_minor_bachGulda.wav,71,93,86,101,130,97,77,100
0,audio/bachGulda1995/Bach_1_Gulda_2_Major_bachGulda.wav,77,123,81,119,135,122,99,129
0,audio/bachGulda1995/Bach_1_Gulda_2_minor_bachGulda.wav,102,169,132,167,193,173,141,182
0,audio/bachGulda1995/Bach_1_Gulda_3_Major_bachGulda.wav,93,121,100,121,146,138,140,109
0,audio/bachGulda1995/Bach_1_Gulda_3_minor_bachGulda.wav,75,103,101,107,222,154,105,105
0,audio/bachGulda1995/Bach_1_Gulda_4_Major_bachGulda.wav,86,104,96,115,164,134,101,114
0,audio/bachGulda1995/Bach_1_Gulda_4_minor_bachGulda.wav,84,147,116,144,200,163,131,139
0,audio/bachGulda1995/Bach_1_Gulda_5_Major_bachGulda.wav,98,152,140,143,193,198,159,166
0,audio/bachGulda1995/Bach_1_Gulda_5_minor_bachGulda.wav,89,136,140,139,188,185,136,144
0,audio/bachGulda1995/Bach_1_Gulda_6_Major_bachGulda.wav,86,102,113,107,147,112,100,113
0,audio/bachGulda1995/Bach_1_Gulda_6_minor_bachGulda.wav,74,112,87,109,130,122,105,90
0,audio/bachGulda1995/Bach_1_Gulda_7_Major_bachGulda.wav,83,162,126,150,189,169,161,176
0,audio/bachGulda1995/Bach_1_Gulda_7_minor_bachGulda.wav,124,164,162,166,219,261,167,140
0,audio/bachGulda1995/Bach_1_Gulda_8_Major_bachGulda.wav,50,58,59,63,103,61,56,57
0,audio/bachGulda1995/Bach_1_Gulda_8_minor_bachGulda.wav,76,93,84,102,136,115,82,91
0,audio/bachGulda1995/Bach_1_Gulda_9_Major_bachGulda.wav,82,115,94,112,133,120,107,113
0,audio/bachGulda1995/Bach_1_Gulda_9_minor_bachGulda.wav,74,103,81,103,126,110,93,107
0,audio/bachHamilton1964/Bach_1_Hamilton_0_Major_bachHamilton1964.wav,128,131,156,132,164,245,141,129
0,audio/bachHamilton1964/Bach_1_Hamilton_0_minor_bachHamilton1964.wav,100,125,104,126,133,126,120,112
0,audio/bachHamilton1964/Bach_1_Hamilton_10_Major_bachHamilton1964.wav,115,181,158,178,220,214,215,246
0,audio/bachHamilton1964/Bach_1_Hamilton_10_minor_bachHamilton1964.wav,90,103,177,105,200,307,134,90
0,audio/bachHamilton1964/Bach_1_Hamilton_11_Major_bachHamilton1964.wav,119,131,137,132,165,202,143,128
0,audio/bachHamilton1964/Bach_1_Hamilton_11_minor_bachHamilton1964.wav,69,70,138,73,172,169,90,75
0,audio/bachHamilton1964/Bach_1_Hamilton_1_Major_bachHamilton1964.wav,29,45,41,44,54,52,48,53
0,audio/bachHamilton1964/Bach_1_Hamilton_1_minor_bachHamilton1964.wav,85,94,132,95,167,251,112,84
0,audio/bachHamilton1964/Bach_1_Hamilton_2_Major_bachHamilton1964.wav,77,111,86,107,126,114,109,116
0,audio/bachHamilton1964/Bach_1_Hamilton_2_minor_bachHamilton1964.wav,137,155,143,154,190,180,168,160
0,audio/bachHamilton1964/Bach_1_Hamilton_3_Major_bachHamilton1964.wav,153,159,172,162,201,221,171,162
0,audio/bachHamilton1964/Bach_1_Hamilton_3_minor_bachHamilton1964.wav,65,71,97,81,140,191,102,73
0,audio/bachHamilton1964/Bach_1_Hamilton_4_Major_bachHamilton1964.wav,91,99,109,99,126,172,115,92
0,audio/bachHamilton1964/Bach_1_Hamilton_4_minor_bachHamilton1964.wav,138,161,185,166,227,247,167,167
0,audio/bachHamilton1964/Bach_1_Hamilton_5_Major_bachHamilton1964.wav,131,173,169,171,203,220,196,181
0,audio/bachHamilton1964/Bach_1_Hamilton_5_minor_bachHamilton1964.wav,121,137,185,138,240,341,172,134
0,audio/bachHamilton1964/Bach_1_Hamilton_6_Major_bachHamilton1964.wav,91,99,110,101,130,117,108,108
0,audio/bachHamilton1964/Bach_1_Hamilton_6_minor_bachHamilton1964.wav,107,121,116,123,137,162,143,127
0,audio/bachHamilton1964/Bach_1_Hamilton_7_Major_bachHamilton1964.wav,120,155,149,158,191,196,179,185
0,audio/bachHamilton1964/Bach_1_Hamilton_7_minor_bachHamilton1964.wav,136,165,217,174,287,365,296,214
0,audio/bachHamilton1964/Bach_1_Hamilton_8_Major_bachHamilton1964.wav,51,63,57,62,93,65,57,54
0,audio/bachHamilton1964/Bach_1_Hamilton_8_minor_bachHamilton1964.wav,76,93,97,95,122,166,94,89
0,audio/bachHamilton1964/Bach_1_Hamilton_9_Major_bachHamilton1964.wav,112,127,115,129,156,136,126,124
0,audio/bachHamilton1964/Bach_1_Hamilton_9_minor_bachHamilton1964.wav,87,101,95,100,135,129,104,88
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_0_Major_bachKirkpatrick1963.wav,125,131,113,130,147,161,147,131
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_0_minor_bachKirkpatrick1963.wav,87,117,97,107,124,139,125,81
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_10_Major_bachKirkpatrick1963.wav,70,145,147,133,181,195,164,107
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_10_minor_bachKirkpatrick1963.wav,92,111,129,117,211,253,92,113
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_11_Major_bachKirkpatrick1963.wav,124,121,118,125,139,164,135,109
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_11_minor_bachKirkpatrick1963.wav,56,71,81,72,103,141,88,69
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_1_Major_bachKirkpatrick1963.wav,26,38,27,39,39,43,39,28
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_1_minor_bachKirkpatrick1963.wav,86,98,104,103,134,144,86,89
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_2_Major_bachKirkpatrick1963.wav,62,95,90,91,117,130,95,97
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_2_minor_bachKirkpatrick1963.wav,82,130,116,128,166,181,157,127
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_3_Major_bachKirkpatrick1963.wav,82,105,109,107,117,136,132,122
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_3_minor_bachKirkpatrick1963.wav,90,102,118,100,174,184,144,103
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_4_Major_bachKirkpatrick1963.wav,94,96,116,100,134,159,104,103
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_4_minor_bachKirkpatrick1963.wav,101,126,117,128,161,158,120,129
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_5_Major_bachKirkpatrick1963.wav,83,109,130,104,149,190,176,92
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_5_minor_bachKirkpatrick1963.wav,125,131,173,135,194,298,201,141
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_6_Major_bachKirkpatrick1963.wav,88,98,94,99,113,117,107,96
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_6_minor_bachKirkpatrick1963.wav,109,122,116,120,145,187,134,133
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_7_Major_bachKirkpatrick1963.wav,78,109,110,104,144,165,116,122
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_7_minor_bachKirkpatrick1963.wav,199,214,316,229,345,336,256,264
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_8_Major_bachKirkpatrick1963.wav,55,63,64,65,94,76,58,63
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_8_minor_bachKirkpatrick1963.wav,91,93,97,94,125,139,97,93
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_9_Major_bachKirkpatrick1963.wav,113,125,114,123,154,147,125,126
0,audio/bachKirkpatrick1963/Bach_1_Kirkpatrick_9_minor_bachKirkpatrick1963.wav,93,111,114,115,145,150,111,111
0,audio/bachLandowska1951/Bach_1_Landowska_0_Major_bachLandowska1951.wav,98,112,122,113,151,202,140,109
0,audio/bachLandowska1951/Bach_1_Landowska_0_minor_bachLandowska1951.wav,81,99,95,91,123,132,124,126
0,audio/bachLandowska1951/Bach_1_Landowska_10_Major_bachLandowska1951.wav,70,116,135,113,153,211,189,69
0,audio/bachLandowska1951/Bach_1_Landowska_10_minor_bachLandowska1951.wav,103,97,204,98,229,384,237,107
0,audio/bachLandowska1951/Bach_1_Landowska_11_Major_bachLandowska1951.wav,128,129,184,130,177,303,185,107
0,audio/bachLandowska1951/Bach_1_Landowska_11_minor_bachLandowska1951.wav,67,67,88,67,111,163,106,68
0,audio/bachLandowska1951/Bach_1_Landowska_1_Major_bachLandowska1951.wav,25,39,35,38,49,52,50,55
0,audio/bachLandowska1951/Bach_1_Landowska_1_minor_bachLandowska1951.wav,108,111,151,116,172,239,180,149
0,audio/bachLandowska1951/Bach_1_Landowska_2_Major_bachLandowska1951.wav,79,104,97,102,125,123,117,126
0,audio/bachLandowska1951/Bach_1_Landowska_2_minor_bachLandowska1951.wav,113,120,154,121,160,197,186,197
0,audio/bachLandowska1951/Bach_1_Landowska_3_Major_bachLandowska1951.wav,144,156,168,157,209,244,181,162
0,audio/bachLandowska1951/Bach_1_Landowska_3_minor_bachLandowska1951.wav,86,82,123,98,157,255,110,59
0,audio/bachLandowska1951/Bach_1_Landowska_4_Major_bachLandowska1951.wav,88,95,124,95,126,206,145,74
0,audio/bachLandowska1951/Bach_1_Landowska_4_minor_bachLandowska1951.wav,128,145,171,142,207,322,208,173
0,audio/bachLandowska1951/Bach_1_Landowska_5_Major_bachLandowska1951.wav,106,127,151,125,170,235,166,73
0,audio/bachLandowska1951/Bach_1_Landowska_5_minor_bachLandowska1951.wav,122,121,222,126,185,378,217,67
0,audio/bachLandowska1951/Bach_1_Landowska_6_Major_bachLandowska1951.wav,87,95,107,98,111,156,104,93
0,audio/bachLandowska1951/Bach_1_Landowska_6_minor_bachLandowska1951.wav,108,109,117,106,130,170,132,106
0,audio/bachLandowska1951/Bach_1_Landowska_7_Major_bachLandowska1951.wav,73,75,109,75,142,194,165,52
0,audio/bachLandowska1951/Bach_1_Landowska_7_minor_bachLandowska1951.wav,96,126,210,128,195,326,229,77
0,audio/bachLandowska1951/Bach_1_Landowska_8_Major_bachLandowska1951.wav,53,57,63,55,79,103,69,57
0,audio/bachLandowska1951/Bach_1_Landowska_8_minor_bachLandowska1951.wav,89,91,98,92,118,167,104,91
0,audio/bachLandowska1951/Bach_1_Landowska_9_Major_bachLandowska1951.wav,112,125,109,125,151,193,133,123
0,audio/bachLandowska1951/Bach_1_Landowska_9_minor_bachLandowska1951.wav,76,85,109,84,109,136,108,62
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_0_Major_bachLeonhardt1973.wav,128,131,114,131,155,161,125,129
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_0_minor_bachLeonhardt1973.wav,118,119,100,115,126,149,142,105
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_10_Major_bachLeonhardt1973.wav,97,148,168,139,193,214,205,175
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_10_minor_bachLeonhardt1973.wav,96,114,116,116,214,196,95,125
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_11_Major_bachLeonhardt1973.wav,128,138,148,141,178,238,182,137
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_11_minor_bachLeonhardt1973.wav,67,79,78,79,102,128,90,70
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_1_Major_bachLeonhardt1973.wav,49,49,38,49,52,54,52,51
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_1_minor_bachLeonhardt1973.wav,94,104,123,106,173,170,106,102
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_2_Major_bachLeonhardt1973.wav,104,126,96,127,139,136,124,114
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_2_minor_bachLeonhardt1973.wav,190,193,147,193,221,232,200,199
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_3_Major_bachLeonhardt1973.wav,129,137,143,144,166,221,168,132
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_3_minor_bachLeonhardt1973.wav,63,74,113,69,132,196,88,75
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_4_Major_bachLeonhardt1973.wav,94,106,108,104,156,215,122,111
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_4_minor_bachLeonhardt1973.wav,129,134,125,131,168,216,153,140
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_5_Major_bachLeonhardt1973.wav,155,198,180,199,248,289,255,176
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_5_minor_bachLeonhardt1973.wav,138,149,174,149,204,318,235,149
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_6_Major_bachLeonhardt1973.wav,100,106,120,110,142,161,123,102
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_6_minor_bachLeonhardt1973.wav,118,133,127,133,175,211,150,127
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_7_Major_bachLeonhardt1973.wav,133,175,146,171,201,200,192,172
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_7_minor_bachLeonhardt1973.wav,127,162,179,157,230,293,219,208
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_8_Major_bachLeonhardt1973.wav,52,81,63,84,120,95,66,65
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_8_minor_bachLeonhardt1973.wav,92,109,98,109,154,192,111,93
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_9_Major_bachLeonhardt1973.wav,123,141,125,142,189,197,141,133
0,audio/bachLeonhardt1973/Bach_1_Leonhardt_9_minor_bachLeonhardt1973.wav,72,97,90,93,131,128,102,87
0,audio/bachMartins1964/Bach_1_Martins_0_Major_bachMartins1964.wav,43,124,146,134,172,182,130,128
0,audio/bachMartins1964/Bach_1_Martins_0_minor_bachMartins1964.wav,29,84,92,86,119,117,119,59
0,audio/bachMartins1964/Bach_1_Martins_10_Major_bachMartins1964.wav,66,111,144,111,179,188,181,124
0,audio/bachMartins1964/Bach_1_Martins_10_minor_bachMartins1964.wav,85,96,146,114,282,148,100,88
0,audio/bachMartins1964/Bach_1_Martins_11_Major_bachMartins1964.wav,79,112,112,106,137,159,128,114
0,audio/bachMartins1964/Bach_1_Martins_11_minor_bachMartins1964.wav,39,66,109,72,137,171,96,66
0,audio/bachMartins1964/Bach_1_Martins_1_Major_bachMartins1964.wav,18,30,34,29,40,45,38,32
0,audio/bachMartins1964/Bach_1_Martins_1_minor_bachMartins1964.wav,63,82,93,88,156,164,94,83
0,audio/bachMartins1964/Bach_1_Martins_2_Major_bachMartins1964.wav,57,104,86,99,127,111,115,127
0,audio/bachMartins1964/Bach_1_Martins_2_minor_bachMartins1964.wav,99,148,156,149,180,182,166,148
0,audio/bachMartins1964/Bach_1_Martins_3_Major_bachMartins1964.wav,94,140,177,138,208,230,145,139
0,audio/bachMartins1964/Bach_1_Martins_3_minor_bachMartins1964.wav,55,72,90,111,248,172,70,83
0,audio/bachMartins1964/Bach_1_Martins_4_Major_bachMartins1964.wav,85,111,123,115,190,189,139,113
0,audio/bachMartins1964/Bach_1_Martins_4_minor_bachMartins1964.wav,60,147,132,158,276,181,112,149
0,audio/bachMartins1964/Bach_1_Martins_5_Major_bachMartins1964.wav,117,175,166,162,202,200,186,193
0,audio/bachMartins1964/Bach_1_Martins_5_minor_bachMartins1964.wav,123,147,237,172,314,343,170,147
0,audio/bachMartins1964/Bach_1_Martins_6_Major_bachMartins1964.wav,77,98,123,101,171,143,99,103
0,audio/bachMartins1964/Bach_1_Martins_6_minor_bachMartins1964.wav,73,107,98,109,131,132,111,119
0,audio/bachMartins1964/Bach_1_Martins_7_Major_bachMartins1964.wav,54,97,101,95,139,145,155,153
0,audio/bachMartins1964/Bach_1_Martins_7_minor_bachMartins1964.wav,111,184,224,185,294,267,178,190
0,audio/bachMartins1964/Bach_1_Martins_8_Major_bachMartins1964.wav,51,58,58,58,106,70,53,57
0,audio/bachMartins1964/Bach_1_Martins_8_minor_bachMartins1964.wav,83,92,125,95,168,154,104,90
0,audio/bachMartins1964/Bach_1_Martins_9_Major_bachMartins1964.wav,77,118,88,111,157,154,101,107
0,audio/bachMartins1964/Bach_1_Martins_9_minor_bachMartins1964.wav,62,77,73,73,96,113,92,93
0,audio/bachNewman1973/Bach_1_Newman_0_Major_bachNewman1973.wav,128,132,126,131,151,157,133,130
0,audio/bachNewman1973/Bach_1_Newman_0_minor_bachNewman1973.wav,128,128,127,129,140,167,133,118
0,audio/bachNewman1973/Bach_1_Newman_10_Major_bachNewman1973.wav,132,188,150,197,202,228,195,142
0,audio/bachNewman1973/Bach_1_Newman_10_minor_bachNewman1973.wav,113,130,135,136,229,274,114,95
0,audio/bachNewman1973/Bach_1_Newman_11_Major_bachNewman1973.wav,123,126,118,128,151,192,147,124
0,audio/bachNewman1973/Bach_1_Newman_11_minor_bachNewman1973.wav,62,67,56,67,84,111,84,57
0,audio/bachNewman1973/Bach_1_Newman_1_Major_bachNewman1973.wav,31,40,29,42,38,48,47,24
0,audio/bachNewman1973/Bach_1_Newman_1_minor_bachNewman1973.wav,93,100,101,99,138,142,112,91
0,audio/bachNewman1973/Bach_1_Newman_2_Major_bachNewman1973.wav,94,109,92,111,129,136,123,116
0,audio/bachNewman1973/Bach_1_Newman_2_minor_bachNewman1973.wav,70,107,120,113,162,197,175,97
0,audio/bachNewman1973/Bach_1_Newman_3_Major_bachNewman1973.wav,143,150,147,148,176,171,146,147
0,audio/bachNewman1973/Bach_1_Newman_3_minor_bachNewman1973.wav,91,97,104,96,199,212,101,117
0,audio/bachNewman1973/Bach_1_Newman_4_Major_bachNewman1973.wav,94,98,99,101,125,139,113,100
0,audio/bachNewman1973/Bach_1_Newman_4_minor_bachNewman1973.wav,144,150,147,151,192,220,157,165
0,audio/bachNewman1973/Bach_1_Newman_5_Major_bachNewman1973.wav,145,177,159,176,192,207,202,112
0,audio/bachNewman1973/Bach_1_Newman_5_minor_bachNewman1973.wav,150,170,177,172,230,316,188,188
0,audio/bachNewman1973/Bach_1_Newman_6_Major_bachNewman1973.wav,96,99,93,101,113,114,100,100
0,audio/bachNewman1973/Bach_1_Newman_6_minor_bachNewman1973.wav,138,138,104,134,160,155,124,155
0,audio/bachNewman1973/Bach_1_Newman_7_Major_bachNewman1973.wav,113,159,131,166,161,184,173,161
0,audio/bachNewman1973/Bach_1_Newman_7_minor_bachNewman1973.wav,167,201,202,204,260,302,244,173
0,audio/bachNewman1973/Bach_1_Newman_8_Major_bachNewman1973.wav,54,59,54,66,86,81,59,57
0,audio/bachNewman1973/Bach_1_Newman_8_minor_bachNewman1973.wav,87,93,84,94,105,108,89,91
0,audio/bachNewman1973/Bach_1_Newman_9_Major_bachNewman1973.wav,109,121,114,125,158,130,125,124
0,audio/bachNewman1973/Bach_1_Newman_9_minor_bachNewman1973.wav,73,100,82,101,131,120,97,84
0,audio/bachNewman2001harpsichord/Bach_1_Newman_0_Major_bachNewman2001harpsichord.wav,128,130,119,131,138,166,152,127
0,audio/bachNewman2001harpsichord/Bach_1_Newman_0_minor_bachNewman2001harpsichord.wav,125,127,123,124,128,172,164,42
0,audio/bachNewman2001harpsichord/Bach_1_Newman_10_Major_bachNewman2001harpsichord.wav,97,133,129,119,151,209,188,47
0,audio/bachNewman2001harpsichord/Bach_1_Newman_10_minor_bachNewman2001harpsichord.wav,112,124,129,126,200,339,142,81
0,audio/bachNewman2001harpsichord/Bach_1_Newman_11_Major_bachNewman2001harpsichord.wav,118,126,132,127,149,178,128,125
0,audio/bachNewman2001harpsichord/Bach_1_Newman_11_minor_bachNewman2001harpsichord.wav,65,74,54,75,81,110,68,66
0,audio/bachNewman2001harpsichord/Bach_1_Newman_1_Major_bachNewman2001harpsichord.wav,22,28,32,26,31,49,45,17
0,audio/bachNewman2001harpsichord/Bach_1_Newman_1_minor_bachNewman2001harpsichord.wav,94,101,107,105,118,150,119,88
0,audio/bachNewman2001harpsichord/Bach_1_Newman_2_Major_bachNewman2001harpsichord.wav,102,119,98,115,149,160,146,84
0,audio/bachNewman2001harpsichord/Bach_1_Newman_2_minor_bachNewman2001harpsichord.wav,83,116,131,104,130,158,139,58
0,audio/bachNewman2001harpsichord/Bach_1_Newman_3_Major_bachNewman2001harpsichord.wav,134,146,151,151,163,194,155,109
0,audio/bachNewman2001harpsichord/Bach_1_Newman_3_minor_bachNewman2001harpsichord.wav,84,97,106,99,144,175,103,63
0,audio/bachNewman2001harpsichord/Bach_1_Newman_4_Major_bachNewman2001harpsichord.wav,90,92,115,93,108,151,111,98
0,audio/bachNewman2001harpsichord/Bach_1_Newman_4_minor_bachNewman2001harpsichord.wav,138,142,183,145,164,250,175,107
0,audio/bachNewman2001harpsichord/Bach_1_Newman_5_Major_bachNewman2001harpsichord.wav,94,105,149,101,132,201,186,50
0,audio/bachNewman2001harpsichord/Bach_1_Newman_5_minor_bachNewman2001harpsichord.wav,135,137,211,136,159,268,177,92
0,audio/bachNewman2001harpsichord/Bach_1_Newman_6_Major_bachNewman2001harpsichord.wav,87,84,98,86,91,135,98,24
0,audio/bachNewman2001harpsichord/Bach_1_Newman_6_minor_bachNewman2001harpsichord.wav,93,106,102,103,112,147,134,22
0,audio/bachNewman2001harpsichord/Bach_1_Newman_7_Major_bachNewman2001harpsichord.wav,64,61,113,64,94,175,157,8
0,audio/bachNewman2001harpsichord/Bach_1_Newman_7_minor_bachNewman2001harpsichord.wav,139,154,266,152,202,322,227,142
0,audio/bachNewman2001harpsichord/Bach_1_Newman_8_Major_bachNewman2001harpsichord.wav,51,59,57,60,82,97,74,40
0,audio/bachNewman2001harpsichord/Bach_1_Newman_8_minor_bachNewman2001harpsichord.wav,77,88,88,84,97,136,113,61
0,audio/bachNewman2001harpsichord/Bach_1_Newman_9_Major_bachNewman2001harpsichord.wav,105,114,106,112,128,163,119,70
0,audio/bachNewman2001harpsichord/Bach_1_Newman_9_minor_bachNewman2001harpsichord.wav,69,82,90,84,100,130,95,70
0,audio/bachNewman2001piano/Bach_1_Newman_0_Major_bachNewman2001piano.wav,78,127,85,125,157,130,81,126
0,audio/bachNewman2001piano/Bach_1_Newman_0_minor_bachNewman2001piano.wav,61,101,83,95,129,119,96,66
0,audio/bachNewman2001piano/Bach_1_Newman_10_Major_bachNewman2001piano.wav,85,151,115,149,187,194,134,162
0,audio/bachNewman2001piano/Bach_1_Newman_10_minor_bachNewman2001piano.wav,92,99,185,112,235,200,140,108
0,audio/bachNewman2001piano/Bach_1_Newman_11_Major_bachNewman2001piano.wav,80,119,130,130,162,175,126,128
0,audio/bachNewman2001piano/Bach_1_Newman_11_minor_bachNewman2001piano.wav,43,66,53,71,104,95,54,67
0,audio/bachNewman2001piano/Bach_1_Newman_1_Major_bachNewman2001piano.wav,26,39,31,41,45,38,36,42
0,audio/bachNewman2001piano/Bach_1_Newman_1_minor_bachNewman2001piano.wav,82,86,102,92,156,119,83,85
0,audio/bachNewman2001piano/Bach_1_Newman_2_Major_bachNewman2001piano.wav,62,112,73,104,123,101,76,121
0,audio/bachNewman2001piano/Bach_1_Newman_2_minor_bachNewman2001piano.wav,68,122,90,115,135,117,100,138
0,audio/bachNewman2001piano/Bach_1_Newman_3_Major_bachNewman2001piano.wav,88,114,77,113,137,133,96,112
0,audio/bachNewman2001piano/Bach_1_Newman_3_minor_bachNewman2001piano.wav,69,90,83,96,181,116,72,109
0,audio/bachNewman2001piano/Bach_1_Newman_4_Major_bachNewman2001piano.wav,71,98,84,100,128,133,83,97
0,audio/bachNewman2001piano/Bach_1_Newman_4_minor_bachNewman2001piano.wav,75,130,137,130,165,193,115,133
0,audio/bachNewman2001piano/Bach_1_Newman_5_Major_bachNewman2001piano.wav,89,142,120,142,170,172,126,167
0,audio/bachNewman2001piano/Bach_1_Newman_5_minor_bachNewman2001piano.wav,110,142,202,149,205,245,147,163
0,audio/bachNewman2001piano/Bach_1_Newman_6_Major_bachNewman2001piano.wav,67,99,63,101,114,110,74,104
0,audio/bachNewman2001piano/Bach_1_Newman_6_minor_bachNewman2001piano.wav,67,97,80,96,130,125,81,105
0,audio/bachNewman2001piano/Bach_1_Newman_7_Major_bachNewman2001piano.wav,58,107,101,102,134,148,109,72
0,audio/bachNewman2001piano/Bach_1_Newman_7_minor_bachNewman2001piano.wav,98,129,148,129,200,174,115,136
0,audio/bachNewman2001piano/Bach_1_Newman_8_Major_bachNewman2001piano.wav,46,56,65,56,88,71,65,57
0,audio/bachNewman2001piano/Bach_1_Newman_8_minor_bachNewman2001piano.wav,70,90,91,92,123,133,104,93
0,audio/bachNewman2001piano/Bach_1_Newman_9_Major_bachNewman2001piano.wav,77,116,71,114,145,125,75,126
0,audio/bachNewman2001piano/Bach_1_Newman_9_minor_bachNewman2001piano.wav,54,89,67,88,118,105,66,96
0,audio/bachRichter1970/Bach_1_Richter_0_Major_bachRichter1970.wav,79,123,157,124,144,177,180,104
0,audio/bachRichter1970/Bach_1_Richter_0_minor_bachRichter1970.wav,46,69,91,73,112,116,114,42
0,audio/bachRichter1970/Bach_1_Richter_10_Major_bachRichter1970.wav,56,77,114,75,141,167,146,111
0,audio/bachRichter1970/Bach_1_Richter_10_minor_bachRichter1970.wav,85,95,198,116,211,263,198,88
0,audio/bachRichter1970/Bach_1_Richter_11_Major_bachRichter1970.wav,45,94,131,101,128,149,139,121
0,audio/bachRichter1970/Bach_1_Richter_11_minor_bachRichter1970.wav,52,69,147,92,169,203,122,59
