,filename,centroid_essentia-std,centroid_MIRtoolbox-std,centroid_librosa-std
0,audio/bachFischer1934/Bach_1_Fischer_7_Major_bachFischer1934.wav,608.6518555,964.7208704,920.3137089
0,audio/bachFischer1934/Bach_1_Fischer_7_minor_bachFischer1934.wav,629.1534424,1387.960348,1104.833649
0,audio/bachFischer1934/Bach_1_Fischer_8_Major_bachFischer1934.wav,593.6129761,1176.520981,1009.759677
0,audio/bachFischer1934/Bach_1_Fischer_8_minor_bachFischer1934.wav,513.1732178,1256.945012,1005.25391
0,audio/bachFischer1934/Bach_1_Fischer_9_Major_bachFischer1934.wav,547.5303345,992.7408192,897.9914897
0,audio/bachFischer1934/Bach_1_Fischer_9_minor_bachFischer1934.wav,567.2421875,991.8385829,977.7978091
0,audio/bachGalling1964/Bach_1_Galling_0_Major_bachGalling1964.wav,2506.377441,4158.629337,2953.343624
0,audio/bachGalling1964/Bach_1_Galling_0_minor_bachGalling1964.wav,1914.505615,3606.234989,2720.127038
0,audio/bachGalling1964/Bach_1_Galling_10_Major_bachGalling1964.wav,2276.905029,4014.753383,3094.510934
0,audio/bachGalling1964/Bach_1_Galling_10_minor_bachGalling1964.wav,1624.759888,3307.336441,2286.243398
0,audio/bachGalling1964/Bach_1_Galling_11_Major_bachGalling1964.wav,2474.926758,4039.933585,2987.128207
0,audio/bachGalling1964/Bach_1_Galling_11_minor_bachGalling1964.wav,1778.768921,3485.09969,2438.726085
0,audio/bachGalling1964/Bach_1_Galling_1_Major_bachGalling1964.wav,3181.083252,4265.970825,3404.71899
0,audio/bachGalling1964/Bach_1_Galling_1_minor_bachGalling1964.wav,2065.504883,3851.879052,2514.804509
0,audio/bachGalling1964/Bach_1_Galling_2_Major_bachGalling1964.wav,2827.713379,4285.108639,3263.723683
0,audio/bachGalling1964/Bach_1_Galling_2_minor_bachGalling1964.wav,3019.612061,4502.410063,3324.901852
0,audio/bachGalling1964/Bach_1_Galling_3_Major_bachGalling1964.wav,2304.063721,3759.453094,2896.082951
0,audio/bachGalling1964/Bach_1_Galling_3_minor_bachGalling1964.wav,2092.552002,3867.285537,2354.504719
0,audio/bachGalling1964/Bach_1_Galling_4_Major_bachGalling1964.wav,2280.729248,4013.328745,2851.755149
0,audio/bachGalling1964/Bach_1_Galling_4_minor_bachGalling1964.wav,2262.282959,3800.983127,2660.524705
0,audio/bachGalling1964/Bach_1_Galling_5_Major_bachGalling1964.wav,1764.971191,3379.215744,2593.585204
0,audio/bachGalling1964/Bach_1_Galling_5_minor_bachGalling1964.wav,1464.091187,3049.002087,2248.348101
0,audio/bachGalling1964/Bach_1_Galling_6_Major_bachGalling1964.wav,1722.672974,3333.358122,2495.683016
0,audio/bachGalling1964/Bach_1_Galling_6_minor_bachGalling1964.wav,2412.006592,4043.532697,3003.77336
0,audio/bachGalling1964/Bach_1_Galling_7_Major_bachGalling1964.wav,2264.799072,3946.874501,3022.915246
0,audio/bachGalling1964/Bach_1_Galling_7_minor_bachGalling1964.wav,1716.024902,3282.185156,2488.80021
0,audio/bachGalling1964/Bach_1_Galling_8_Major_bachGalling1964.wav,2023.319458,3679.963129,2692.313402
0,audio/bachGalling1964/Bach_1_Galling_8_minor_bachGalling1964.wav,1486.506226,3253.903286,2268.117583
0,audio/bachGalling1964/Bach_1_Galling_9_Major_bachGalling1964.wav,2361.563232,3943.719033,2949.256713
0,audio/bachGalling1964/Bach_1_Galling_9_minor_bachGalling1964.wav,1849.498901,3485.671567,2606.939541
0,audio/bachGould1971/Bach_1_Gould_0_Major_bachGould1971.wav,610.4262085,1324.198633,967.4827053
0,audio/bachGould1971/Bach_1_Gould_0_minor_bachGould1971.wav,552.6887207,1130.029093,874.9109938
0,audio/bachGould1971/Bach_1_Gould_10_Major_bachGould1971.wav,566.2149048,969.1611494,881.0553704
0,audio/bachGould1971/Bach_1_Gould_10_minor_bachGould1971.wav,516.1442261,1364.648054,1011.355997
0,audio/bachGould1971/Bach_1_Gould_11_Major_bachGould1971.wav,509.9338074,962.9887751,827.5762821
0,audio/bachGould1971/Bach_1_Gould_11_minor_bachGould1971.wav,586.8980713,995.3072946,866.3488979
0,audio/bachGould1971/Bach_1_Gould_1_Major_bachGould1971.wav,628.2208862,1164.899314,1021.445447
0,audio/bachGould1971/Bach_1_Gould_1_minor_bachGould1971.wav,567.2825928,1327.507554,944.5521721
0,audio/bachGould1971/Bach_1_Gould_2_Major_bachGould1971.wav,644.7024536,1135.463062,998.6265705
0,audio/bachGould1971/Bach_1_Gould_2_minor_bachGould1971.wav,563.1386719,1238.099306,889.3389847
0,audio/bachGould1971/Bach_1_Gould_3_Major_bachGould1971.wav,578.8444824,1466.276055,1059.883452
0,audio/bachGould1971/Bach_1_Gould_3_minor_bachGould1971.wav,554.9876709,1203.624233,1224.225419
0,audio/bachGould1971/Bach_1_Gould_4_Major_bachGould1971.wav,586.2268066,1187.363213,911.0694669
