,filename,bpm_essentia-percival,bpm_essentia-degara,bpm_essentia-multifeature,bpm_MIRtoolbox-classical,bpm_MIRtoolbox-metre,bpm_librosa-beattrack,bpm_librosa-onsets
0,audio/bachBarenboim2006/Bach_1_Barenboim_3_minor_bachBarenboim2006.wav,62.64204407,126.6623383,126.6623383,118.2307975,31.15350527,120.9677419,117.1875
0,audio/bachBarenboim2006/Bach_1_Barenboim_4_Major_bachBarenboim2006.wav,133.3669281,134.9899139,134.9899139,132.0848078,134.4928702,129.3103448,133.9285714
0,audio/bachBarenboim2006/Bach_1_Barenboim_4_minor_bachBarenboim2006.wav,98.4375,126.2242203,106.2948685,76.3366151,,220.5882353,113.6363636
0,audio/bachBarenboim2006/Bach_1_Barenboim_5_Major_bachBarenboim2006.wav,77.71381378,115.5455551,117.1946259,117.8717738,117.6050884,117.1875,117.1875
0,audio/bachBarenboim2006/Bach_1_Barenboim_5_minor_bachBarenboim2006.wav,103.359375,106.5019608,106.5633926,104.936136,103.8445074,110.2941176,107.1428571
0,audio/bachBarenboim2006/Bach_1_Barenboim_6_Major_bachBarenboim2006.wav,95.703125,143.5975952,143.5975952,95.24978782,143.9419469,288.4615385,144.2307692
0,audio/bachBarenboim2006/Bach_1_Barenboim_6_minor_bachBarenboim2006.wav,101.3327179,133.3837891,101.5243225,101.3560738,100.8471763,98.68421053,101.3513514
0,audio/bachBarenboim2006/Bach_1_Barenboim_7_Major_bachBarenboim2006.wav,90.66611481,184.5703583,178.2058563,91.07317657,,178.5714286,133.9285714
0,audio/bachBarenboim2006/Bach_1_Barenboim_7_minor_bachBarenboim2006.wav,82.6875,163.329361,163.9938354,163.0237501,,156.25,163.0434783
0,audio/bachBarenboim2006/Bach_1_Barenboim_8_Major_bachBarenboim2006.wav,93.9630661,184.5703125,184.5703125,178.9898828,92.81868937,96.15384615,96.15384615
0,audio/bachBarenboim2006/Bach_1_Barenboim_8_minor_bachBarenboim2006.wav,98.4375,95.04984283,96.92074585,106.7966669,97.34300697,197.3684211,98.68421053
0,audio/bachBarenboim2006/Bach_1_Barenboim_9_Major_bachBarenboim2006.wav,124.5293655,125.8397751,123.7294922,119.6380029,52.81375397,129.3103448,125
0,audio/bachBarenboim2006/Bach_1_Barenboim_9_minor_bachBarenboim2006.wav,75.44480133,100.6518478,100.7157135,147.1341322,,150,150
0,audio/bachDemaria2015/Bach_1_De-Maria_0_Major_bachDemaria2015.wav,140.625,140.4593811,143.0863342,94.39022097,139.5652935,77.13386194,139.6748311
0,audio/bachDemaria2015/Bach_1_De-Maria_0_minor_bachDemaria2015.wav,122.3187866,122.4187164,122.2791443,123.2239059,,61.5234375,123.046875
0,audio/bachDemaria2015/Bach_1_De-Maria_10_Major_bachDemaria2015.wav,82.6875,163.2355957,163.434021,163.2024198,164.4063763,161.4990234,161.4990234
0,audio/bachDemaria2015/Bach_1_De-Maria_10_minor_bachDemaria2015.wav,80.12354279,80.09989166,80.57779694,82.63823833,26.54341228,143.5546875,161.4990234
0,audio/bachDemaria2015/Bach_1_De-Maria_11_Major_bachDemaria2015.wav,83.35433197,164.4378357,172.2656403,109.5460341,166.8396613,83.35433468,109.9567819
0,audio/bachDemaria2015/Bach_1_De-Maria_11_minor_bachDemaria2015.wav,85.42097473,172.2655487,172.2655487,173.3377735,85.77473578,86.1328125,84.72079918
0,audio/bachDemaria2015/Bach_1_De-Maria_1_Major_bachDemaria2015.wav,80.74951172,119.9381943,119.9381943,120.5624867,121.4909523,120.1853198,120.1853198
0,audio/bachDemaria2015/Bach_1_De-Maria_1_minor_bachDemaria2015.wav,94.82511139,83.52848053,89.9834137,68.40528465,65.31662029,184.5703125,117.4538352
0,audio/bachDemaria2015/Bach_1_De-Maria_2_Major_bachDemaria2015.wav,130.011795,129.8833466,129.2121735,131.1532879,65.09641105,65.41732595,129.1992188
0,audio/bachDemaria2015/Bach_1_De-Maria_2_minor_bachDemaria2015.wav,80.74951172,162.4461823,162.3672791,162.2392103,161.2722276,166.7086694,161.4990234
0,audio/bachDemaria2015/Bach_1_De-Maria_3_Major_bachDemaria2015.wav,80.12354279,152.4728241,152.4728241,78.22247778,,166.7086694,161.4990234
0,audio/bachDemaria2015/Bach_1_De-Maria_3_minor_bachDemaria2015.wav,94.82511139,80.00053406,78.50580597,174.442607,42.66553386,198.7680288,126.0480183
0,audio/bachDemaria2015/Bach_1_De-Maria_4_Major_bachDemaria2015.wav,105.46875,108.4973297,108.1933212,110.1345406,109.8760102,224.6942935,109.9567819
0,audio/bachDemaria2015/Bach_1_De-Maria_4_minor_bachDemaria2015.wav,104.4034119,107.5178299,104.0616608,104.1438596,,215.3320313,107.6660156
0,audio/bachDemaria2015/Bach_1_De-Maria_5_Major_bachDemaria2015.wav,77.71381378,117.1681824,115.6087341,116.8697668,118.0021896,112.3471467,117.4538352
0,audio/bachDemaria2015/Bach_1_De-Maria_5_minor_bachDemaria2015.wav,89.87771606,178.2058868,184.5702972,178.2821861,90.11644577,172.265625,178.205819
0,audio/bachDemaria2015/Bach_1_De-Maria_6_Major_bachDemaria2015.wav,114.2092514,114.3278275,114.3227539,114.1499446,115.1778248,75.99954044,114.84375
0,audio/bachDemaria2015/Bach_1_De-Maria_6_minor_bachDemaria2015.wav,115.4853363,116.811409,116.5141907,116.0544754,116.3438614,117.4538352,114.84375
0,audio/bachDemaria2015/Bach_1_De-Maria_7_Major_bachDemaria2015.wav,94.82511139,94.99204254,94.99204254,186.512525,47.4564667,191.40625,95.703125
0,audio/bachDemaria2015/Bach_1_De-Maria_7_minor_bachDemaria2015.wav,77.71381378,154.3789215,152.2487488,77.20905992,153.9506051,97.50884434,151.9990809
0,audio/bachDemaria2015/Bach_1_De-Maria_8_Major_bachDemaria2015.wav,71.77734375,107.9088135,107.7414932,72.22673034,108.1980837,109.9567819,109.9567819
0,audio/bachDemaria2015/Bach_1_De-Maria_8_minor_bachDemaria2015.wav,131.6679993,130.0453949,129.4338226,129.6969501,133.1427843,90.66611842,132.5120192
0,audio/bachDemaria2015/Bach_1_De-Maria_9_Major_bachDemaria2015.wav,88.34134674,178.2059021,178.2059021,171.1794198,88.39389295,178.205819,89.10290948
0,audio/bachDemaria2015/Bach_1_De-Maria_9_minor_bachDemaria2015.wav,64.80211639,97.2456665,97.2456665,94.99659428,32.59063836,93.96306818,143.5546875
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_0_Major_bachDemaria2015Deadpan.wav,139.6748352,93.02176666,93.02176666,93.04333338,139.5407582,139.6748311,139.6748311
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_0_minor_bachDemaria2015Deadpan.wav,119.4906082,161.4989929,119.5024643,119.6471684,119.7333568,120.1853198,120.1853198
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_10_Major_bachDemaria2015Deadpan.wav,81.38533783,108.2247009,162.2567596,162.1384566,162.3989845,161.4990234,161.4990234
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_10_minor_bachDemaria2015Deadpan.wav,78.3025589,78.34141541,78.34141541,78.36901532,78.35852537,78.30255682,78.30255682
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_11_Major_bachDemaria2015Deadpan.wav,80.74951172,107.7777252,107.7801514,107.8445066,161.7167553,107.6660156,107.6660156
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_11_minor_bachDemaria2015Deadpan.wav,85.42097473,172.2655792,172.2655792,170.1474786,85.12036855,84.72079918,84.72079918
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_1_Major_bachDemaria2015Deadpan.wav,156.6051178,117.4538422,117.4538422,117.582259,117.43839,117.4538352,117.4538352
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_1_minor_bachDemaria2015Deadpan.wav,67.33509827,100.9107819,100.824379,100.5641127,100.8826467,101.3327206,101.3327206
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_2_Major_bachDemaria2015Deadpan.wav,130.011795,129.656189,129.6561737,129.7631136,129.9476629,129.1992188,129.1992188
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_2_minor_bachDemaria2015Deadpan.wav,78.90028381,156.0933533,156.0933533,158.3815607,158.2721015,156.6051136,156.6051136
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_3_Major_bachDemaria2015Deadpan.wav,145.5765839,145.6716156,145.6054688,145.7430775,145.6777505,97.50884434,97.50884434
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_3_minor_bachDemaria2015Deadpan.wav,76.84712219,153.6216888,153.6216888,153.0420526,38.40808422,151.9990809,151.9990809
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_4_Major_bachDemaria2015Deadpan.wav,107.6660156,107.5704498,107.5704498,107.9019022,107.4686916,107.6660156,107.6660156
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_4_minor_bachDemaria2015Deadpan.wav,102.3360138,101.9211044,101.8884048,101.9480457,101.9489023,101.3327206,101.3327206
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_5_Major_bachDemaria2015Deadpan.wav,78.3025589,116.9998703,117.0566101,117.0767294,116.9359781,117.4538352,117.4538352
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_5_minor_bachDemaria2015Deadpan.wav,88.34134674,88.2999115,88.2999115,176.2238509,88.30767014,178.205819,178.205819
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_6_Major_bachDemaria2015Deadpan.wav,76.27998352,114.2590942,113.3457947,76.25028894,114.3303414,114.84375,114.84375
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_6_minor_bachDemaria2015Deadpan.wav,115.4853363,115.2068787,116.3189926,115.7554157,115.3827524,114.84375,114.84375
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_7_Major_bachDemaria2015Deadpan.wav,95.703125,95.23911285,95.23911285,190.2002268,95.31993138,95.703125,95.703125
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_7_minor_bachDemaria2015Deadpan.wav,145.5765839,145.0218964,145.0218964,145.3342997,145.1836536,72.78829225,143.5546875
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_8_Major_bachDemaria2015Deadpan.wav,71.77734375,107.666008,107.6659927,71.6945656,107.6883203,107.6660156,107.6660156
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_8_minor_bachDemaria2015Deadpan.wav,129.1992188,128.9252319,128.9927521,128.7556465,128.9180582,129.1992188,129.1992188
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_9_Major_bachDemaria2015Deadpan.wav,87.59268951,178.2058868,178.2058868,117.762696,87.96698054,87.59269068,117.4538352
0,audio/bachDemaria2015Deadpan/Bach_1_De-Maria_9_minor_bachDemaria2015Deadpan.wav,147.65625,98.10864258,98.02023315,147.1119213,147.180092,97.50884434,147.65625
0,audio/bachDemus1970/Bach_1_Demus_0_Major_bachDemus1970.wav,136.8998413,136.8787842,135.7925873,91.21225832,135.5454394,90.66611842,135.9991776
0,audio/bachDemus1970/Bach_1_Demus_0_minor_bachDemus1970.wav,123.046875,123.3381958,123.3381958,124.831319,29.22064353,70.79409247,123.046875
0,audio/bachDemus1970/Bach_1_Demus_10_Major_bachDemus1970.wav,78.3025589,153.0813599,155.0370331,125.7081571,161.3114463,156.6051136,156.6051136
0,audio/bachDemus1970/Bach_1_Demus_10_minor_bachDemus1970.wav,134.2329559,136.2731628,136.0498962,133.2997589,67.35192174,132.5120192,132.5120192
0,audio/bachDemus1970/Bach_1_Demus_11_Major_bachDemus1970.wav,135.1102905,135.3142548,136.1163788,89.30493277,133.9835066,258.3984375,135.9991776
0,audio/bachDemus1970/Bach_1_Demus_11_minor_bachDemus1970.wav,145.5765839,144.5667267,144.5667267,145.5632475,36.41091475,75.99954044,143.5546875
0,audio/bachDemus1970/Bach_1_Demus_1_Major_bachDemus1970.wav,89.87771606,123.0468826,123.0468826,139.0645362,135.7526795,89.10290948,135.9991776
0,audio/bachDemus1970/Bach_1_Demus_1_minor_bachDemus1970.wav,97.50884247,178.2059326,178.2059326,181.8881143,95.902767,184.5703125,99.38401442
0,audio/bachDemus1970/Bach_1_Demus_2_Major_bachDemus1970.wav,67.55514526,134.338623,132.9583435,134.1760892,,143.5546875,135.9991776
0,audio/bachDemus1970/Bach_1_Demus_2_minor_bachDemus1970.wav,149.7961884,144.2928314,147.5597229,146.7652722,,147.65625,147.65625
0,audio/bachDemus1970/Bach_1_Demus_3_Major_bachDemus1970.wav,138.7374115,136.2145691,136.2145691,91.53608521,32.60677215,92.28515625,139.6748311
0,audio/bachDemus1970/Bach_1_Demus_3_minor_bachDemus1970.wav,72.27928162,96.00544739,142.6124268,141.595979,125.2423556,143.5546875,143.5546875
0,audio/bachDemus1970/Bach_1_Demus_4_Major_bachDemus1970.wav,104.4034119,111.9806442,111.5548325,73.55229575,110.2826503,73.828125,112.3471467
0,audio/bachDemus1970/Bach_1_Demus_4_minor_bachDemus1970.wav,86.85662079,172.2655334,172.2655334,165.6181451,164.3740205,135.9991776,172.265625
0,audio/bachDemus1970/Bach_1_Demus_5_Major_bachDemus1970.wav,105.46875,109.0111313,108.9947281,108.8206571,107.0879206,109.9567819,107.6660156
0,audio/bachDemus1970/Bach_1_Demus_5_minor_bachDemus1970.wav,104.4034119,108.73246,108.8966446,106.9333782,107.7913997,75.99954044,107.6660156
0,audio/bachDemus1970/Bach_1_Demus_6_Major_bachDemus1970.wav,104.4034119,108.8071976,108.8071976,72.41075118,108.1538839,73.828125,107.6660156
0,audio/bachDemus1970/Bach_1_Demus_6_minor_bachDemus1970.wav,100.3489075,101.0434113,100.6385498,135.5392445,100.9478206,101.3327206,101.3327206
