composer,set,setCode,pieceNumber,compSet,keyName,mode,keyChroma,pieceID,snippitName,,pieceTitle,excerptID,pickUpLength,notes
Kapustin,1,kapustin-1,2,kapustin1.2,A,minor,9,m9,kapustin1.9min,,II,374,,
Kapustin,1,kapustin-1,3,kapustin1.3,G,Major,7,M7,kapustin1.7maj,,III,375,,
Kapustin,1,kapustin-1,4,kapustin1.4,E,minor,4,m4,kapustin1.4min,,IV,376,,
Kapustin,1,kapustin-1,5,kapustin1.5,D,Major,2,M2,kapustin1.2maj,,V,377,0.25,
Kapustin,1,kapustin-1,6,kapustin1.6,B,minor,11,m11,kapustin1.11min,,VI,378,,
Kapustin,1,kapustin-1,7,kapustin1.7,A,Major,9,M9,kapustin1.9maj,,VII,379,,
Kapustin,1,kapustin-1,8,kapustin1.8,F#,minor,6,m6,kapustin1.6min,,VIII,380,,
Kapustin,1,kapustin-1,9,kapustin1.9,E,Major,4,M4,kapustin1.4maj,,IX,381,0.125,
Kapustin,1,kapustin-1,10,kapustin1.10,C#,minor,1,m1,kapustin1.1min,,X,382,,
Kapustin,1,kapustin-1,11,kapustin1.11,B,Major,11,M11,kapustin1.11maj,,XI,383,0.33,
Kapustin,1,kapustin-1,12,kapustin1.12,G#,minor,8,m8,kapustin1.8min,,XII,384,,
Kapustin,1,kapustin-1,13,kapustin1.13,Gb,Major,6,M6,kapustin1.6maj,,XIII,385,,
Kapustin,1,kapustin-1,14,kapustin1.14,Eb,minor,3,m3,kapustin1.3min,,XIV,386,0.0625,
Kapustin,1,kapustin-1,15,kapustin1.15,Db,Major,1,M1,kapustin1.1maj,,XV,387,,
Kapustin,1,kapustin-1,16,kapustin1.16,Bb,minor,10,m10,kapustin1.10min,,XVI,388,,
Kapustin,1,kapustin-1,17,kapustin1.17,Ab,Major,8,M8,kapustin1.8maj,,XVII,389,0.0625,
Kapustin,1,kapustin-1,18,kapustin1.18,F,minor,5,m5,kapustin1.5min,,XVIII,390,0.8333,
Kapustin,1,kapustin-1,19,kapustin1.19,Eb,Major,3,M3,kapustin1.3maj,,XIX,391,,
Kapustin,1,kapustin-1,20,kapustin1.20,C,minor,0,m0,kapustin1.0min,,XX,392,,
Kapustin,1,kapustin-1,21,kapustin1.21,Bb,Major,10,M10,kapustin1.10maj,,XXI,393,,
Kapustin,1,kapustin-1,22,kapustin1.22,G,minor,7,m7,kapustin1.7min,,XXII,394,,
Kapustin,1,kapustin-1,23,kapustin1.23,F,Major,5,M5,kapustin1.5maj,,XXIII,395,,
Kapustin,1,kapustin-1,24,kapustin1.24,Db,minor,1,m1,kapustin1.1min,,XXIV,396,0.125,
Rachmaninoff,1,rachmaninoff-1,1,rachmaninoff1.1,C#,minor,1,m1,rachmani1.1min,,,398,0.5,
Rachmaninoff,1,rachmaninoff-1,2,rachmaninoff1.2,F#,minor,6,m6,rachmani1.6min,,I,399,,
Rachmaninoff,1,rachmaninoff-1,3,rachmaninoff1.3,Bb,Major,10,M10,rachmani1.10maj,,II,400,,
Rachmaninoff,1,rachmaninoff-1,4,rachmaninoff1.4,D,minor,2,m2,rachmani1.2min,,III,401,,
Rachmaninoff,1,rachmaninoff-1,5,rachmaninoff1.5,D,Major,2,M2,rachmani1.2maj,,IV,402,,
Rachmaninoff,1,rachmaninoff-1,6,rachmaninoff1.6,G,minor,7,m7,rachmani1.7min,,V,403,,
Rachmaninoff,1,rachmaninoff-1,7,rachmaninoff1.7,Eb,Major,3,M3,rachmani1.3maj,,VI,404,,
Rachmaninoff,1,rachmaninoff-1,8,rachmaninoff1.8,C,Minor,0,M0,rachmani1.0min,,VII,405,,
Rachmaninoff,1,rachmaninoff-1,9,rachmaninoff1.9,Ab,Major,8,M8,rachmani1.8maj,,VIII,406,,
Rachmaninoff,1,rachmaninoff-1,10,rachmaninoff1.10,Eb,Minor,3,M3,rachmani1.3min,,IX,407,,
Rachmaninoff,1,rachmaninoff-1,11,rachmaninoff1.11,Gb,Major,6,M6,rachmani1.6maj,,X,408,,
Rachmaninoff,1,rachmaninoff-1,12,rachmaninoff1.12,C,Major,0,M0,rachmani1.0maj,,I,409,0.5?,
Rachmaninoff,1,rachmaninoff-1,13,rachmaninoff1.13,Bb,Minor,10,M10,rachmani1.10min,,II,410,0.33,
Rachmaninoff,1,rachmaninoff-1,14,rachmaninoff1.14,E,Major,4,M4,rachmani1.4maj,,III,411,0.125,
Rachmaninoff,1,rachmaninoff-1,15,rachmaninoff1.15,E,Minor,4,M4,rachmani1.4min,,IV,412,,
Rachmaninoff,1,rachmaninoff-1,16,rachmaninoff1.16,G,Major,7,M7,rachmani1.7maj,,V,413,,
Rachmaninoff,1,rachmaninoff-1,17,rachmaninoff1.17,F,Minor,5,M5,rachmani1.5min,,VI,414,0.5,
Rachmaninoff,1,rachmaninoff-1,18,rachmaninoff1.18,F,Major,5,M5,rachmani1.5maj,,VII,415,,
Rachmaninoff,1,rachmaninoff-1,19,rachmaninoff1.19,A,Minor,9,M9,rachmani1.9min,,VIII,416,,
Rachmaninoff,1,rachmaninoff-1,20,rachmaninoff1.20,A,Major,9,M9,rachmani1.9maj,,IX,417,0.1666666667,
Rachmaninoff,1,rachmaninoff-1,21,rachmaninoff1.21,B,minor,11,m11,rachmani1.11min,,X,418,,
Rachmaninoff,1,rachmaninoff-1,22,rachmaninoff1.22,B,Major,11,M11,rachmani1.11maj,,XI,419,0.3333333333,
Rachmaninoff,1,rachmaninoff-1,23,rachmaninoff1.23,G#,minor,8,m8,rachmani1.8min,,XII,420,,
Rachmaninoff,1,rachmaninoff-1,24,rachmaninoff1.24,Db,Major,1,M1,rachmani1.1maj,,XIII,421,,
Scriabin,1,scriabin-1,1,scriabin1.1,C,Major,0,M0,scriabin1.0maj,,,423,0.5,
Scriabin,1,scriabin-1,2,scriabin1.2,A,minor,9,m9,scriabin1.9min,,,424,,
Scriabin,1,scriabin-1,3,scriabin1.3,G,Major,7,M7,scriabin1.7maj,,,425,,
Scriabin,1,scriabin-1,4,scriabin1.4,E,minor,4,m4,scriabin1.4min,,,426,,
Scriabin,1,scriabin-1,5,scriabin1.5,D,Major,2,M2,scriabin1.2maj,,,427,,
Scriabin,1,scriabin-1,6,scriabin1.6,B,minor,11,m11,scriabin1.11min,,,428,,
Scriabin,1,scriabin-1,7,scriabin1.7,A,Major,9,M9,scriabin1.9maj,,,429,0.1666666667,
Scriabin,1,scriabin-1,8,scriabin1.8,F#,minor,6,m6,scriabin1.6min,,,430,,
Scriabin,1,scriabin-1,9,scriabin1.9,E,Major,4,M4,scriabin1.4maj,,,431,,
Scriabin,1,scriabin-1,10,scriabin1.10,C#,minor,1,m1,scriabin1.1min,,,432,,
Scriabin,1,scriabin-1,11,scriabin1.11,B,Major,11,M11,scriabin1.11maj,,,433,,
Scriabin,1,scriabin-1,12,scriabin1.12,G#,minor,8,m8,scriabin1.8min,,,434,0.6666666667,
Scriabin,1,scriabin-1,13,scriabin1.13,Gb,Major,6,M6,scriabin1.6maj,,,435,,
Scriabin,1,scriabin-1,14,scriabin1.14,Eb,minor,3,m3,scriabin1.3min,,,436,0.06666666667,
Scriabin,1,scriabin-1,15,scriabin1.15,Db,Major,1,M1,scriabin1.1maj,,,437,,
Scriabin,1,scriabin-1,16,scriabin1.16,Bb,minor,10,m10,scriabin1.10min,,,438,0.225,Time sig alternates between 5/8 and 4/8 (pick up is 1/8)
Scriabin,1,scriabin-1,17,scriabin1.17,Ab,Major,8,M8,scriabin1.8maj,,,439,,
Scriabin,1,scriabin-1,18,scriabin1.18,F,minor,5,m5,scriabin1.5min,,,440,0.375,
Scriabin,1,scriabin-1,19,scriabin1.19,Eb,Major,3,M3,scriabin1.3maj,,,441,0.0625,
Scriabin,1,scriabin-1,20,scriabin1.20,C,minor,0,m0,scriabin1.0min,,,442,0.375,
Scriabin,1,scriabin-1,21,scriabin1.21,Bb,Major,10,M10,scriabin1.10maj,,,443,,
Scriabin,1,scriabin-1,22,scriabin1.22,G,minor,7,m7,scriabin1.7min,,,444,,
Scriabin,1,scriabin-1,23,scriabin1.23,F,Major,5,M5,scriabin1.5maj,,,445,,
Scriabin,1,scriabin-1,24,scriabin1.24,D,minor,2,m2,scriabin1.2min,,,446,0.3666666667,Time signature alternates between 6/8 and 5/8 (pick up is a quarter note)
Shostakovich,1,shostakovich-1,1,shostakovich1.1,C,Major,0,M0,shostako1.0maj,,,448,,
Shostakovich,1,shostakovich-1,2,shostakovich1.2,A,minor,9,m9,shostako1.9min,,,449,,
Shostakovich,1,shostakovich-1,3,shostakovich1.3,G,Major,7,M7,shostako1.7maj,,,450,,
Shostakovich,1,shostakovich-1,4,shostakovich1.4,E,minor,4,m4,shostako1.4min,,,451,,
Shostakovich,1,shostakovich-1,5,shostakovich1.5,D,Major,2,M2,shostako1.2maj,,,452,,
Shostakovich,1,shostakovich-1,6,shostakovich1.6,B,minor,11,m11,shostako1.11min,,,453,,
Shostakovich,1,shostakovich-1,7,shostakovich1.7,A,Major,9,M9,shostako1.9maj,,,454,,
Shostakovich,1,shostakovich-1,8,shostakovich1.8,F#,minor,6,m6,shostako1.6min,,,455,,
Shostakovich,1,shostakovich-1,9,shostakovich1.9,E,Major,4,M4,shostako1.4maj,,,456,,
Shostakovich,1,shostakovich-1,10,shostakovich1.10,C#,minor,1,m1,shostako1.1min,,,457,0.5,
Shostakovich,1,shostakovich-1,11,shostakovich1.11,B,Major,11,M11,shostako1.11maj,,,458,,
Shostakovich,1,shostakovich-1,12,shostakovich1.12,G#,minor,8,m8,shostako1.8min,,,459,,
Shostakovich,1,shostakovich-1,13,shostakovich1.13,F#,Major,6,M6,shostako1.6maj,,,460,,
Shostakovich,1,shostakovich-1,14,shostakovich1.14,Eb,minor,3,m3,shostako1.3min,,,461,,
Shostakovich,1,shostakovich-1,15,shostakovich1.15,Db,Major,1,M1,shostako1.1maj,,,462,,
Shostakovich,1,shostakovich-1,16,shostakovich1.16,Bb,minor,10,m10,shostako1.10min,,,463,0.5,
Shostakovich,1,shostakovich-1,17,shostakovich1.17,Ab,Major,8,M8,shostako1.8maj,,,464,,
Shostakovich,1,shostakovich-1,18,shostakovich1.18,F,minor,5,m5,shostako1.5min,,,465,0.5,
Shostakovich,1,shostakovich-1,19,shostakovich1.19,Eb,Major,3,M3,shostako1.3maj,,,466,,
Shostakovich,1,shostakovich-1,20,shostakovich1.20,C,minor,0,m0,shostako1.0min,,,467,,
Shostakovich,1,shostakovich-1,21,shostakovich1.21,Bb,Major,10,M10,shostako1.10maj,,,468,,
Shostakovich,1,shostakovich-1,22,shostakovich1.22,G,minor,7,m7,shostako1.7min,,,469,,
Shostakovich,1,shostakovich-1,23,shostakovich1.23,F,Major,5,M5,shostako1.5maj,,,470,,
Shostakovich,1,shostakovich-1,24,shostakovich1.24,D,minor,2,m2,shostako1.2min,,,471,,
Shostakovich,2,shostakovich-2,1,shostakovich2.1,C,Major,0,M0,shostako2.0maj,,,473,,
Shostakovich,2,shostakovich-2,2,shostakovich2.2,A,minor,9,m9,shostako2.9min,,,474,,
Shostakovich,2,shostakovich-2,3,shostakovich2.3,G,Major,7,M7,shostako2.7maj,,,475,,
Shostakovich,2,shostakovich-2,4,shostakovich2.4,E,minor,4,m4,shostako2.4min,,,476,,
Shostakovich,2,shostakovich-2,5,shostakovich2.5,D,Major,2,M2,shostako2.2maj,,,477,,
Shostakovich,2,shostakovich-2,6,shostakovich2.6,B,minor,11,m11,shostako2.11min,,,478,,
Shostakovich,2,shostakovich-2,7,shostakovich2.7,A,Major,9,M9,shostako2.9maj,,,479,,
Shostakovich,2,shostakovich-2,8,shostakovich2.8,F#,minor,6,m6,shostako2.6min,,,480,,
Shostakovich,2,shostakovich-2,9,shostakovich2.9,E,Major,4,M4,shostako2.4maj,,,481,,
Shostakovich,2,shostakovich-2,10,shostakovich2.10,C#,minor,1,m1,shostako2.1min,,,482,,
Shostakovich,2,shostakovich-2,11,shostakovich2.11,B,Major,11,M11,shostako2.11maj,,,483,,
Shostakovich,2,shostakovich-2,12,shostakovich2.12,G#,minor,8,m8,shostako2.8min,,,484,,
Shostakovich,2,shostakovich-2,13,shostakovich2.13,F#,Major,6,M6,shostako2.6maj,,,485,,
Shostakovich,2,shostakovich-2,14,shostakovich2.14,Eb,minor,3,m3,shostako2.3min,,,486,,
Shostakovich,2,shostakovich-2,15,shostakovich2.15,Db,Major,1,M1,shostako2.1maj,,,487,,
Shostakovich,2,shostakovich-2,16,shostakovich2.16,Bb,minor,10,m10,shostako2.10min,,,488,,
Shostakovich,2,shostakovich-2,17,shostakovich2.17,Ab,Major,8,M8,shostako2.8maj,,,489,,
Shostakovich,2,shostakovich-2,18,shostakovich2.18,F,minor,5,m5,shostako2.5min,,,490,,
Shostakovich,2,shostakovich-2,19,shostakovich2.19,Eb,Major,3,M3,shostako2.3maj,,,491,,
Shostakovich,2,shostakovich-2,20,shostakovich2.20,C,minor,0,m0,shostako2.0min,,,492,,
Shostakovich,2,shostakovich-2,21,shostakovich2.21,Bb,Major,10,M10,shostako2.10maj,,,493,,
Shostakovich,2,shostakovich-2,22,shostakovich2.22,G,minor,7,m7,shostako2.7min,,,494,,
Shostakovich,2,shostakovich-2,23,shostakovich2.23,F,Major,5,M5,shostako2.5maj,,,495,,
Shostakovich,2,shostakovich-2,24,shostakovich2.24,Db,minor,1,m1,shostako2.1min,,,496,,
Clementi,3,clementi-3,1,clementi3.1,C,Major,0,M0,clementi3.0maj,,16,,,
Clementi,3,clementi-3,2,clementi3.2,A,minor,9,m9,clementi3.9min,,19,,,
Clementi,3,clementi-3,3,clementi3.3,G,Major,7,M7,clementi3.7maj,,50,,,
Clementi,3,clementi-3,4,clementi3.4,E,minor,4,m4,clementi3.4min,,30,,,
Clementi,3,clementi-3,5,clementi3.5,D,Major,2,M2,clementi3.2maj,,20,,,
Clementi,3,clementi-3,6,clementi3.6,B,minor,11,m11,clementi3.11min,,99,,,
Clementi,3,clementi-3,7,clementi3.7,A,Major,9,M9,clementi3.9maj,,9,,,
Clementi,3,clementi-3,8,clementi3.8,F#,minor,6,m6,clementi3.6min,,24,,,
Clementi,3,clementi-3,9,clementi3.9,E,Major,4,M4,clementi3.4maj,,71,,,
Clementi,3,clementi-3,10,clementi3.10,B,Major,11,M11,clementi3.11maj,,92,,,
Clementi,3,clementi-3,11,clementi3.11,Gb,Major,6,M6,clementi3.6maj,,59,,,
Clementi,3,clementi-3,12,clementi3.12,Eb,minor,3,m3,clementi3.3min,,60,,,
Clementi,3,clementi-3,13,clementi3.13,Bb,minor,10,m10,clementi3.10min,,56,,,
Clementi,3,clementi-3,14,clementi3.14,Ab,Major,8,M8,clementi3.8maj,,22,,,
Clementi,3,clementi-3,15,clementi3.15,F,minor,5,m5,clementi3.5min,,44,,,
Clementi,3,clementi-3,16,clementi3.16,Eb,Major,3,M3,clementi3.3maj,,21,,,
Clementi,3,clementi-3,17,clementi3.17,C,minor,0,m0,clementi3.0min,,46,,0.5,
Clementi,3,clementi-3,18,clementi3.18,Bb,Major,10,M10,clementi3.10maj,,47,,0.75,
Clementi,3,clementi-3,19,clementi3.19,G,minor,7,m7,clementi3.7min,,79,,,
Clementi,3,clementi-3,20,clementi3.20,F#,Major,6,M6,clementi3.6maj,,1,,,
Clementi,3,clementi-3,21,clementi3.21,D,minor,2,m2,clementi3.2min,,85,,,
Clementi,3,clementi-3,22,clementi3.22,G,minor,7,m7,clementi3.7min,,48,,,
Clementi,3,clementi-3,23,clementi3.23,A,Major,9,M9,clementi3.9maj,,36,,,
Clementi,3,clementi-3,24,clementi3.24,D,minor,2,m2,clementi3.2min,,55,,,
Bach,2,bach-2,1,bach2.1,C,Major,0,M0,bach2.0maj,,Fuga I,,,
Bach,2,bach-2,2,bach2.2,C,minor,0,m0,bach2.0min,,Fuga II,,,
Bach,2,bach-2,3,bach2.3,C#,Major,1,M1,bach2.1maj,,Fuga III,,,
Bach,2,bach-2,4,bach2.4,C#,minor,1,m1,bach2.1min,,Fuga IV,,,
Bach,2,bach-2,5,bach2.5,D,Major,2,M2,bach2.2maj,,Fuga V,,,
Bach,2,bach-2,6,bach2.6,D,minor,2,m2,bach2.2min,,Fuga VI,,,
Bach,2,bach-2,7,bach2.7,Eb,Major,3,M3,bach2.3maj,,Fuga VII,,,
Bach,2,bach-2,8,bach2.8,D#,minor,3,m3,bach2.3min,,Fuga VIII,,,
Bach,2,bach-2,9,bach2.9,E,Major,4,M4,bach2.4maj,,Fuga IX,,,
Bach,2,bach-2,10,bach2.10,E,minor,4,m4,bach2.4min,,Fuga X,,,
Bach,2,bach-2,11,bach2.11,F,Major,5,M5,bach2.5maj,,Fuga XI,,,
Bach,2,bach-2,12,bach2.12,F,minor,5,m5,bach2.5min,,Fuga XII,,,
Bach,2,bach-2,13,bach2.13,F#,Major,6,M6,bach2.6maj,,Fuga XIII,,,
Bach,2,bach-2,14,bach2.14,F#,minor,6,m6,bach2.6min,,Fuga XIV,,,
Bach,2,bach-2,15,bach2.15,G,Major,7,M7,bach2.7maj,,Fuga XV,,,
Bach,2,bach-2,16,bach2.16,G,minor,7,m7,bach2.7min,,Fuga XVI,,,
Bach,2,bach-2,17,bach2.17,Ab,Major,8,M8,bach2.8maj,,Fuga XVI,,,
Bach,2,bach-2,18,bach2.18,G#,minor,8,m8,bach2.8min,,Fuga XVIII,,,
Bach,2,bach-2,19,bach2.19,A,Major,9,M9,bach2.9maj,,Fuga XIX,,,
Bach,2,bach-2,20,bach2.20,A,minor,9,m9,bach2.9min,,Fuga XX,,,
Bach,2,bach-2,21,bach2.21,Bb,Major,10,M10,bach2.10maj,,Fuga XXI,,,
Bach,2,bach-2,22,bach2.22,Bb,minor,10,m10,bach2.10min,,Fuga XXII,,,
Bach,2,bach-2,23,bach2.23,B,Major,11,M11,bach2.11maj,,Fuga XIII,,,
Bach,2,bach-2,24,bach2.24,B,minor,11,m11,bach2.11min,,Fuga XXIV,,,
Bach,4,bach-4,1,bach4.1,C,Major,0,M0,bach4.0maj,,,,,
Bach,4,bach-4,2,bach4.2,C,minor,0,m0,bach4.0min,,,,,
Bach,4,bach-4,3,bach4.3,C#,Major,1,M1,bach4.1maj,,,,,
Bach,4,bach-4,4,bach4.4,C#,minor,1,m1,bach4.1min,,,,,
Bach,4,bach-4,5,bach4.5,D,Major,2,M2,bach4.2maj,,,,,
Bach,4,bach-4,6,bach4.6,D,minor,2,m2,bach4.2min,,,,,
Bach,4,bach-4,7,bach4.7,Eb,Major,3,M3,bach4.3maj,,,,,
Bach,4,bach-4,8,bach4.8,Eb,minor,3,m3,bach4.3min,,,,,
Bach,4,bach-4,9,bach4.9,E,Major,4,M4,bach4.4maj,,,,,
Bach,4,bach-4,10,bach4.10,E,minor,4,m4,bach4.4min,,,,,
Bach,4,bach-4,11,bach4.11,F,Major,5,M5,bach4.5maj,,,,,
Bach,4,bach-4,12,bach4.12,F,minor,5,m5,bach4.5min,,,,,
Bach,4,bach-4,13,bach4.13,F#,Major,6,M6,bach4.6maj,,,,,
Bach,4,bach-4,14,bach4.14,F#,minor,6,m6,bach4.6min,,,,,
Bach,4,bach-4,15,bach4.15,G,Major,7,M7,bach4.7maj,,,,,
Bach,4,bach-4,16,bach4.16,G,minor,7,m7,bach4.7min,,,,,
Bach,4,bach-4,17,bach4.17,Ab,Major,8,M8,bach4.8maj,,,,,
Bach,4,bach-4,18,bach4.18,G#,minor,8,m8,bach4.8min,,,,,
Bach,4,bach-4,19,bach4.19,A,Major,9,M9,bach4.9maj,,,,,
Bach,4,bach-4,20,bach4.20,A,minor,9,m9,bach4.9min,,,,,
Bach,4,bach-4,21,bach4.21,Bb,Major,10,M10,bach4.10maj,,,,,
Bach,4,bach-4,22,bach4.22,Bb,minor,10,m10,bach4.10min,,,,,1
Bach,4,bach-4,23,bach4.23,B,Major,11,M11,bach4.11maj,,,,,
Bach,4,bach-4,24,bach4.24,B,minor,11,m11,bach4.11min,,,,,
Heller,1,heller-1,1,heller1.1,C,Major,0,M0,heller1.0maj,,,,,
Heller,1,heller-1,2,heller1.2,A,minor,9,m9,heller1.9min,,,,,
Heller,1,heller-1,3,heller1.3,G,Major,7,M7,heller1.7maj,,,,,
Heller,1,heller-1,4,heller1.4,E,minor,4,m4,heller1.4min,,,,,
Heller,1,heller-1,5,heller1.5,D,Major,2,M2,heller1.2maj,,,,,
Heller,1,heller-1,6,heller1.6,B,minor,11,m11,heller1.11min,,,,,
Heller,1,heller-1,7,heller1.7,A,Major,9,M9,heller1.9maj,,,,,
Heller,1,heller-1,8,heller1.8,F#,minor,6,m6,heller1.6min,,,,,
Heller,1,heller-1,9,heller1.9,E,Major,4,M4,heller1.4maj,,,,,
Heller,1,heller-1,10,heller1.10,C#,minor,1,m1,heller1.1min,,,,,
Heller,1,heller-1,11,heller1.11,B,Major,11,M11,heller1.11maj,,,,,
Heller,1,heller-1,12,heller1.12,G#,minor,8,m8,heller1.8min,,,,,
Heller,1,heller-1,13,heller1.13,Gb,Major,6,M6,heller1.6maj,,,,,
Heller,1,heller-1,14,heller1.14,Eb,minor,3,m3,heller1.3min,,,,,
Heller,1,heller-1,15,heller1.15,Db,Major,1,M1,heller1.1maj,,,,,
Heller,1,heller-1,16,heller1.16,Bb,minor,10,m10,heller1.10min,,,,,
Heller,1,heller-1,17,heller1.17,Ab,Major,8,M8,heller1.8maj,,,,,
Heller,1,heller-1,18,heller1.18,F,minor,5,m5,heller1.5min,,,,,
Heller,1,heller-1,19,heller1.19,Eb,Major,3,M3,heller1.3maj,,,,,
Heller,1,heller-1,20,heller1.20,C,minor,0,m0,heller1.0min,,,,,
Heller,1,heller-1,21,heller1.21,Bb,Major,10,M10,heller1.10maj,,,,,
Heller,1,heller-1,22,heller1.22,G,minor,7,m7,heller1.7min,,,,,
Heller,1,heller-1,23,heller1.23,F,Major,5,M5,heller1.5maj,,,,,
Heller,1,heller-1,24,heller1.24,Db,minor,1,m1,heller1.1min,,,,,
Palmgren,1,palmgren-1,1,palmgren1.1,E,minor,4,m4,palmgren1.4min,,Kansan tapaan (In Folk style),,,
Palmgren,1,palmgren-1,2,palmgren1.2,A,Major,9,M9,palmgren1.9maj,,,,,
Palmgren,1,palmgren-1,3,palmgren1.3,E,Major,4,M4,palmgren1.4maj,,,,,
Palmgren,1,palmgren-1,4,palmgren1.4,C#,minor,1,m1,palmgren1.1min,,,,,
Palmgren,1,palmgren-1,5,palmgren1.5,G,Major,7,M7,palmgren1.7maj,,,,,
Palmgren,1,palmgren-1,6,palmgren1.6,G,minor,7,m7,palmgren1.7min,,Sarabande,,,
Palmgren,1,palmgren-1,7,palmgren1.7,D,Major,2,M2,palmgren1.2maj,,,,,
Palmgren,1,palmgren-1,8,palmgren1.8,B,minor,11,m11,palmgren1.11min,,,,,
Palmgren,1,palmgren-1,9,palmgren1.9,G#,minor,8,m8,palmgren1.8min,,Kehtolaulu (Cradle song),,,
Palmgren,1,palmgren-1,10,palmgren1.10,Ab,Major,8,M8,palmgren1.8maj,,Kansan tapaan (In Folk Style),,,
Palmgren,1,palmgren-1,11,palmgren1.11,C,Major,0,M0,palmgren1.0maj,,Unikuva (Dream Picture),,,
Palmgren,1,palmgren-1,12,palmgren1.12,Ab,minor,8,m8,palmgren1.8min,,Meri (The Sea),,,
Palmgren,1,palmgren-1,13,palmgren1.13,B,Major,11,M11,palmgren1.11maj,,,,,
Palmgren,1,palmgren-1,14,palmgren1.14,D,minor,2,m2,palmgren1.2min,,,,,
Palmgren,1,palmgren-1,15,palmgren1.15,Bb,Major,10,M10,palmgren1.10maj,,Piiritanssi (Round Dance),,,
Palmgren,1,palmgren-1,16,palmgren1.16,F,Major,5,M5,palmgren1.5maj,,,,,
Palmgren,1,palmgren-1,17,palmgren1.17,F,minor,5,m5,palmgren1.5min,,,,,
Palmgren,1,palmgren-1,18,palmgren1.18,F#,minor,6,m6,palmgren1.6min,,Duo,,,
Palmgren,1,palmgren-1,19,palmgren1.19,F#,Major,6,M6,palmgren1.6maj,,Linnunlaulua,,,
Palmgren,1,palmgren-1,20,palmgren1.20,Eb,Major,3,M3,palmgren1.3maj,,In Memoriam,,,
Palmgren,1,palmgren-1,21,palmgren1.21,C,minor,0,m0,palmgren1.0min,,,,,
Palmgren,1,palmgren-1,22,palmgren1.22,Eb,minor,3,m3,palmgren1.3min,,,,,
Palmgren,1,palmgren-1,23,palmgren1.23,Bb,minor,10,m10,palmgren1.10min,,Venezia,,,
Palmgren,1,palmgren-1,24,palmgren1.24,Db,Major,1,M1,palmgren1.1maj,,Sota (War),,,
Shostakovich,3,shostakovich-3,1,shostakovich3.1,C,Major,0,M0,shostako3.0maj,,Fugue 1,,,
Shostakovich,3,shostakovich-3,2,shostakovich3.2,A,minor,9,m9,shostako3.9min,,Fugue 2,,,
Shostakovich,3,shostakovich-3,3,shostakovich3.3,G,Major,7,M7,shostako3.7maj,,Fugue 3,,,
Shostakovich,3,shostakovich-3,4,shostakovich3.4,E,minor,4,m4,shostako3.4min,,Fugue 4,,,
Shostakovich,3,shostakovich-3,5,shostakovich3.5,D,Major,2,M2,shostako3.2maj,,Fugue 5,,,
Shostakovich,3,shostakovich-3,6,shostakovich3.6,B,minor,11,m11,shostako3.11min,,Fugue 6,,,
Shostakovich,3,shostakovich-3,7,shostakovich3.7,A,Major,9,M9,shostako3.9maj,,Fugue 7,,,
Shostakovich,3,shostakovich-3,8,shostakovich3.8,F#,minor,6,m6,shostako3.6min,,Fugue 8,,,
Shostakovich,3,shostakovich-3,9,shostakovich3.9,E,Major,4,M4,shostako3.4maj,,Fugue 9,,,
Shostakovich,3,shostakovich-3,10,shostakovich3.10,C#,minor,1,m1,shostako3.1min,,Fugue 10,,,
Shostakovich,3,shostakovich-3,11,shostakovich3.11,B,Major,11,M11,shostako3.11maj,,Fugue 11,,,
Shostakovich,3,shostakovich-3,12,shostakovich3.12,G#,minor,8,m8,shostako3.8min,,Fugue 12,,,
Shostakovich,3,shostakovich-3,13,shostakovich3.13,F#,Major,6,M6,shostako3.6maj,,Fugue 13,,,
Shostakovich,3,shostakovich-3,14,shostakovich3.14,Eb,minor,3,m3,shostako3.3min,,Fugue 14,,,
Shostakovich,3,shostakovich-3,15,shostakovich3.15,Db,Major,1,M1,shostako3.1maj,,Fugue 15,,,
Shostakovich,3,shostakovich-3,16,shostakovich3.16,Bb,minor,10,m10,shostako3.10min,,Fugue 16,,,
Shostakovich,3,shostakovich-3,17,shostakovich3.17,Ab,Major,8,M8,shostako3.8maj,,Fugue 17,,,
Shostakovich,3,shostakovich-3,18,shostakovich3.18,F,minor,5,m5,shostako3.5min,,Fugue 18,,,
Shostakovich,3,shostakovich-3,19,shostakovich3.19,Eb,Major,3,M3,shostako3.3maj,,Fugue 19,,,
Shostakovich,3,shostakovich-3,20,shostakovich3.20,C,minor,0,m0,shostako3.0min,,Fugue 20,,,
Shostakovich,3,shostakovich-3,21,shostakovich3.21,Bb,Major,10,M10,shostako3.10maj,,Fugue 21,,,
Shostakovich,3,shostakovich-3,22,shostakovich3.22,G,minor,7,m7,shostako3.7min,,Fugue 22,,,
Shostakovich,3,shostakovich-3,23,shostakovich3.23,F,Major,5,M5,shostako3.5maj,,Fugue 23,,,
Shostakovich,3,shostakovich-3,24,shostakovich3.24,Db,minor,1,m1,shostako3.1min,,Fugue 24,,,
Kabalevsky,1,kabalevsky-1,1,kabalevsky1.1,C,Major,0,M0,kabalevs1.0maj,,1,,,
Kabalevsky,1,kabalevsky-1,2,kabalevsky1.2,A,minor,9,m9,kabalevs1.9min,,2,,,
Kabalevsky,1,kabalevsky-1,3,kabalevsky1.3,G,Major,7,M7,kabalevs1.7maj,,3,,,
Kabalevsky,1,kabalevsky-1,4,kabalevsky1.4,E,minor,4,m4,kabalevs1.4min,,4,,,
